,TR:CH044:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH044_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649.5,533.25,7686.5,31539,1017.75,3296,3697,842,441,490,597.25,3619.75,517,25226.5,709,489.5,6961,111.5,15922
CH044_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1649.5,533.25,7686.5,31539,1017.75,3296,3697,842,441,490,597.25,3619.75,517,25226.5,709,489.5,6961,111.5,15922
CH044_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4406,780,11354.5,38797,2759,6636.5,9087.5,1835.5,543,562,684,21095,9975.5,40413,1082,434,9213,116,15841.5
CH044_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2130,620,7070.5,38509,1678,4339,6605.5,1888.5,490.5,551.5,721,7254,1254,30823.5,1056,513.5,8618,145,16125.5
CH044_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2118,461,6412,36097,961,2916,4489,1277,372,359,546.5,2838,375,22099,587,392,9252,136,16095
CH044_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2383,568,6966.5,38174,893,2471,4540,1041,395,429,666,2530.5,352,20887,818,469.5,7724,92.5,15656
CH044_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2770,593,5883,27373,1393,3880.5,4169.5,1126.5,378,532,560,5180,738,26761,1000,433,5528.5,99,15808
CH044_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1252,543,8126,29750,1190,3083,4313.5,674,8093,419,5494.5,3990,638,24072.5,646,1081,5932,147,16200
CH044_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2178,607,7977,30500.5,1136,3242,4808,715.5,1746.5,387,657,3134,583,25711,867,561.5,6583,84.5,15897.5
CH044_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6069,667,6816,44532.5,759,2429,9293,898,403,407,508,2267,386,24234,595,354,6302,88.5,16248
CH044_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2277,661.5,6752.5,41544,1638,4028,8535,2933,527,653,647.5,7181.5,1212,28527,1023,422,7401.5,103,16169.5
CH044_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2347.5,624,9453,38013,904,2377,5464,1797,560,542,1867.5,2570,614.5,29796,871,529.5,7283,152,16092.5
CH044_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2122,497.5,25296,34805,1223,3842,5192,969,1816,459,6973,5736,827,28781,643,440,8836,94,15769
CH044_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1837.5,655,9299,29773,2583,6951,7777,1982,489.5,459,812,10370,1843.5,33004,966,456,4823.5,131,15761
CH044_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5396,892.5,5352,34089,1831.5,4610.5,19572,2862.5,370,549,547.5,20460.5,5168,29450,496,197,4547.5,89.5,15796
CH044_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8131,698,1658.5,27788,3447,1859,40574.5,2502,934,376,721,12242,3844.5,21661,378.5,343.5,4006,118.5,15698
CH044_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2274.5,706.5,8483,38716.5,1836,4563.5,14649.5,2923,539,519,636,12062.5,2789,28688,645.5,427,5557.5,91,15904.5
