,TR:CH017:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH017_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314.5,673.75,8853.25,22410.8,1820.5,2689.25,15182.8,647.25,457,384,1649.75,3380.5,722,22387.5,478.5,395.75,3341.75,95.75,16778
CH017_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5314.5,673.75,8853.25,22410.8,1820.5,2689.25,15182.8,647.25,457,384,1649.75,3380.5,722,22387.5,478.5,395.75,3341.75,95.75,16778
CH017_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14070,784,7989,21464,2202,3576,16486,787,526,448.5,1455,5301,2088.5,24788,639,367.5,4148,123,16141
CH017_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12466.5,789,8174,22757,1999.5,3637,16816.5,897,552,287.5,1581,3721,920,25630.5,489,353,3900,105,16424
CH017_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2478.5,791,9572.5,19895,1973,3252.5,15064,793,502,366,2305,2726,500.5,24649,495.5,434,5640,107,16503
CH017_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15717,719,7983,21280,1740,2422,16744.5,724,516,428.5,1592,2701.5,512.5,19780,472,336,3206,120.5,16154
CH017_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15596,724,7396,19572,2066,3181,14889,757.5,508.5,461,1854.5,2992,618,24868.5,521,344.5,3548,127,16266.5
CH017_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11499,773.5,10646.5,21557,2127.5,3415,16733.5,894,3117,363,4747,3451,918,28158,547,733,4241,86,16249
CH017_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2840,703,6828.5,20968.5,1686,3170,15625,703,660,458,1511,2814.5,645.5,19514.5,519,486,2820.5,89,16479
CH017_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,46610.5,638.5,9943,19618,1459.5,2602.5,20726,1179,581.5,348,1394,2373.5,501.5,20149,393,451.5,2501,123,16547.5
