,TR:CH049:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH049_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943.5,363,4092,25786.3,1155,2357,1520.25,784.5,311.5,449,590.5,2773,454.25,24275.3,452,508,2450.5,121,17262
CH049_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,943.5,363,4092,25786.3,1155,2357,1520.25,784.5,311.5,449,590.5,2773,454.25,24275.3,452,508,2450.5,121,17262
CH049_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1800,663,6734,31652,2230,4251.5,3398.5,1522.5,457.5,608,777.5,12521.5,4355,34709,959,587.5,6583.5,91.5,17026
CH049_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1647,324.5,5625,29507,1458,3295,2729,1708.5,337,516.5,634.5,5137,890.5,27073,411,460,4289,106.5,17141
CH049_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1385.5,325.5,5288.5,23116,983,2051,1062,1222,274,376.5,565,1753.5,344,16601,392,406,4567,112.5,17856
CH049_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,643.5,384,5222.5,29368,828.5,1842,1192,643,283,416,547.5,1753,340,20255,424,414,4261,135,17141
CH049_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1429,387,5253,20717,921,2923,1118.5,667,297,374,713.5,4492.5,720,30279.5,393.5,331,1839.5,93,17487
CH049_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,666,315.5,5514,21963,896.5,2064.5,1283.5,813,2239,494,3266,2194,564,22158.5,489,739,2958,132,16864
CH049_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1385,348.5,4955,28653,933,2274.5,2067,645,852.5,349,602,2593,562,25308,385.5,421,2954.5,87.5,17349
CH049_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4935,440.5,7132,31514,903,2671.5,4422,850.5,351,394,673,2365,390.5,30568,581,541.5,4876,127,17118
