,TR:IB029:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB029_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732.25,792,7740.25,33186,2830,4686.75,13703.5,956.5,445.75,460.25,868.75,3867,837,36127.5,641,494.25,2073,102.5,16768.8
IB029_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3732.25,792,7740.25,33186,2830,4686.75,13703.5,956.5,445.75,460.25,868.75,3867,837,36127.5,641,494.25,2073,102.5,16768.8
IB029_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5041,873.5,8467.5,32829,5092,5358.5,14069,893,524.5,529,1422,7860,3004,35008.5,863,524,2584,117,16310
IB029_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6020,824.5,9025.5,37154.5,4010,4401,12680,876.5,511,502,998,4882,635,34236,809,563,2576.5,116.5,16462
IB029_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4426,859.5,8648,31444,2122,3995,12639,1175.5,454,495,1018,3023.5,537,37650,744.5,633.5,3285,83.5,16633
IB029_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2906,827.5,7107.5,31098,3398.5,4182,12670.5,990,422,417,798.5,2914,606,37327,858,460,2398,96,16410
IB029_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4819,960,9833,35308.5,3947,4023,13425,981,543.5,478,1004,4479,623.5,33867,971,654.5,2393,91,16657
IB029_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2829,709,8273.5,30475,3807,4028,10992,1115,1524,507,1602,3141,686,31536.5,794,707,2503.5,126,16610
IB029_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2186,864.5,10453,28192,2248,4038,14492,860,481,429,1008,2608,583,38988,797,625.5,2525,118,16488
IB029_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9531,886,9669,35447.5,2382.5,3396,15950,772,540,431,1142,2839,505.5,33394,739.5,581,2265.5,85.5,16610
IB029_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2271,909,6487,27938,3972,5373.5,15013.5,1770,501,932,801,4821.5,1252,39749.5,1039,546.5,1796.5,75.5,16472
IB029_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10323.5,824.5,9071,38435,2454,3673,12333,1355,450,514.5,712,4804,534.5,37743,818,613,3079.5,143,16933
IB029_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5705,879,21570,36035,4010.5,5422,15220,1067,946,404.5,3406,5390,1122,36923.5,793,383,2679,91.5,16396.5
IB029_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2956.5,836,6900,30441,6140.5,6996,16875.5,1755,501,677,844,6033,1506.5,30510.5,818,610,2156.5,77,16502
