,TR:KI017:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI017_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212,473.25,1322.5,13434.8,2199,2589.25,4277.75,622.5,346.5,313.25,534.25,1073.5,389.5,18409.8,388.75,315.25,989.5,105.5,16195.8
KI017_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1212,473.25,1322.5,13434.8,2199,2589.25,4277.75,622.5,346.5,313.25,534.25,1073.5,389.5,18409.8,388.75,315.25,989.5,105.5,16195.8
KI017_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,349,532,596.5,237,481,442,2770,413.5,478,413.5,432,248.5,924.5,4574,507,714.5,1139,91,17303
KI017_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1111.5,391.5,1085,11051,1929.5,2188,3518,824,338,364,382,1328,325.5,22066.5,322.5,444,924.5,80.5,16375
KI017_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,997,379,1482,13739,2329,2543,3586,718,304,362.5,559,985,367.5,21201,347,291,1197.5,83,16657
KI017_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2609.5,602,2401,19010,2639,3036,4001,804,381,348,632,1417.5,440.5,20832,445,347,1463.5,88,16657
KI017_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1715,573,1224.5,12927.5,2505.5,2900.5,3989,766,394,293,449,1349,478,22678,369,356,1184,86,16480
KI017_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1064,382,2660,15573,2598.5,3212,3450,463,2063,241.5,2265,1663,557,13287,464,481.5,1450,92,16175
KI017_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004,482,875,8028,2515,1478,6050,777,637,378,512.5,631,507,12429,410,326.5,1266,90,17003
KI017_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19217,573,2634,21040,1448,3727,8614.5,1234.5,419,332,453.5,1923,560,22286,453.5,295,1210,95,16380
