,TR:CH058:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH058_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8398.75,640.5,15318,60279.3,1589.75,4740.25,14166.3,1115.5,358,439.25,639,3097.5,588,29969.3,672.75,488.5,8129,121,16182.3
CH058_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8398.75,640.5,15318,60279.3,1589.75,4740.25,14166.3,1115.5,358,439.25,639,3097.5,588,29969.3,672.75,488.5,8129,121,16182.3
CH058_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14466,756,13984.5,58992,1724.5,5994,17010.5,1392.5,439,557,730,5137,2153,36374,847,569,9752,96,16612.5
CH058_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12676,627.5,17056,48676,2127,5885,10459.5,2144,422.5,552.5,677.5,5483,790.5,37043.5,775,644.5,10720,94,15817.5
CH058_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16825,598.5,12736,52287.5,1972,4980.5,7312,1572,344.5,379,601,2969,476.5,25630.5,603,407,9527,90.5,16404
CH058_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14423,681,14102,53718.5,1541,4296,6695,860,328.5,397,729,2388,474,30927,760.5,420,7658,85.5,16511
CH058_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37078,688,11040,51792,1756,5083,26784.5,2022,369.5,425,595,4145,760,33950.5,619,615,6925,102.5,16135.5
CH058_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14541,688,21372,62893,1918.5,5420,15140,1475,4859,406.5,6728.5,4507,722,33916,812,797,9888,97,16362
CH058_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16217,656.5,12023,58185,909,4266,20864,1351.5,1183,518,763,2327,493.5,24557.5,779,395,6456,137,16472
CH058_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,32450,758,12995,61600.5,802,3791.5,35035.5,1903,400.5,561.5,651,2646.5,509,26496,746,631,6370,112,15947
CH058_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6885,824,12861,55253.5,1100.5,4588,23311,3166,458,553,618,5832.5,917,32820,1012.5,639,9252,148.5,15983
CH058_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12808,582,11643,49091,1293,3253,9114,926,337,391,551,1953,403,23149,574,420,4204,105.5,16232
CH058_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6479,679,36536,54988.5,1912.5,5736.5,9951,1475.5,949,373.5,6041,4514,860.5,33881.5,624,587.5,11394,98,16467
CH058_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12636,702,28619,42363.5,2653.5,7701,8078.5,2877,335,418,1005,6649,1535,34389,624.5,550.5,13403,97.5,15880
CH058_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17506.5,1204,17795,35082,2667,7163,28712,3416.5,342,491,613,23034,9948,40829,795,507,8758,141,15826
CH058_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22088,456,3438.5,39444,1239,1951,51815,4067,485,553,594,13506,3546,14492.5,385,322,5828,99,15506
CH058_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10817.5,665,13619,61324,1182,4724,15182,1305,390,491.5,601,2310.5,522,26611,657,493,7466.5,95,16232
CH058_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5892,845,6725,48168,1494,4179,25111,2419.5,747,1068,818.5,6153,1339,17310,1785,642,2205.5,152,15539
CH058_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3446.5,363,869.5,36743,437,861.5,2094,891.5,386.5,248.5,402,525,381.5,8325.5,369,665,922,92.5,15537
CH058_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11060,971,12267,44060,1168,5672.5,37343,8948,384,499,683,10816,2051,34643,761,536,8791.5,110,15847
CH058_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12172.5,508,14220,56454,1796,4501.5,7208.5,849,317,416,664.5,2586,508,27846,608,402,8705,96,15805
CH058_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12546.5,716,13158.5,58588.5,1031,4241,16941,1575,402.5,541,724,3721,562,29484.5,814.5,572.5,8547.5,92,16091.5
