,TR:UZ023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ023_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4956.75,467.5,2864,24500.5,1086.5,1965,4400.75,509.5,330.5,366.25,842.5,1648.25,391,18260,388.5,372.25,1087.5,118,16427.5
UZ023_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4956.75,467.5,2864,24500.5,1086.5,1965,4400.75,509.5,330.5,366.25,842.5,1648.25,391,18260,388.5,372.25,1087.5,118,16427.5
UZ023_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8235,531,2430,20497.5,1347,2343,5351.5,660.5,376,408.5,748.5,2493,771.5,19102,479,465,1393.5,98,16252
UZ023_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7430,461,2276.5,22493,1207,2182,5907.5,951,313.5,341,732.5,2013,406,19771,345.5,424.5,1068,130.5,15949
UZ023_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13189.5,469.5,3595,29783,1198,1615.5,5493,597,320,417,960.5,1481,341,17349,409,412,1481,105,16098
UZ023_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8033,429,2409.5,22147,962,1472,5323.5,562,288,334,704,1309,346,16336.5,349,271,913,133,16256
UZ023_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16156.5,614,3117,19102,1199.5,1608,7895,607,407,393,769,1517,550,20417,406,325,1214.5,107,16357
UZ023_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10043.5,540,5128,27153,1201.5,1981,5973.5,672,3220,411,4883,1780,448,21743.5,424,1174,1388,113,16610
UZ023_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22355,443,3470,27246,1079,1524.5,8456,477,737,337.5,977,1315,410.5,17395,372,458.5,809.5,104,16230
UZ023_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,36669.5,569,3872,24881,1243,2729,11125.5,1031,382,460,711.5,2333,601,21917,326,489.5,1336.5,100,16196
