,TR:KI023:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI023_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385.25,644,5831.5,33997,1714,3316.5,9259,717.5,322.5,399.25,568,2590.25,512.5,20679.8,566,384,3397.25,106.5,14927.5
KI023_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4385.25,644,5831.5,33997,1714,3316.5,9259,717.5,322.5,399.25,568,2590.25,512.5,20679.8,566,384,3397.25,106.5,14927.5
KI023_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5989.5,763.5,4628.5,26219,2679,2238,10761.5,1461,220,479,308,7081,3183,19341,465,NaN,714,121,15002
KI023_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5470,713,4859,29819,1996,3038,11863.5,1149,332.5,354,498,3246,615,21822,516,433,2119.5,112,15100.5
KI023_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5387,712.5,5501,30489,2078,2670.5,10798.5,1188,319.5,435,609,1880,356,24419,496,455,2602.5,96,14843
KI023_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23288,456,5429.5,28227,3449,4094.5,17690.5,998.5,239,289.5,369.5,1918,798,18625.5,420,514.5,1826.5,88,14534
KI023_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5704.5,789.5,5515.5,29415.5,2176.5,3853,7942,1176.5,290.5,427.5,628,3496.5,787,24476.5,639.5,524,2254.5,71.5,14808
KI023_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5618,849.5,7101,30812,2233,3951,12108,1180,1908,338.5,1908,3476,778,24014.5,592,785,2160.5,123,14573
KI023_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5798.5,712,6750,31469.5,2000,2629,11614.5,1124.5,607,524.5,639.5,3577,780,19179,507,597,2963,88,15186
KI023_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19272,869,6807,25803,1270.5,2083.5,18256,839,273,371,380,1523.5,359,20991.5,399,561,1460,129,14643
