,TR:IB027:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB027_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3086.25,1100.75,4136,40436,4797,4054.25,20004.8,753.5,468,414.75,928.5,5179,1573,23962.8,389,433.5,1028.5,129.25,16528.8
IB027_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3086.25,1100.75,4136,40436,4797,4054.25,20004.8,753.5,468,414.75,928.5,5179,1573,23962.8,389,433.5,1028.5,129.25,16528.8
IB027_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5611.5,1423,9815,45883,6803.5,5078,27892.5,1282,627.5,879,1374,14032.5,8644,26911,535,593,1415,113,16284.5
IB027_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2624,1346,3559,36605,4102.5,3641,21903,1013,539.5,297,1002.5,3234,965,25573,777,466,1091,103,16261
IB027_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3922,1236.5,3403.5,32104,3589,2550,18164,1166,433.5,333,837,2948.5,622,22018,502,492,1387,76,16376.5
IB027_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5582,1159,3228.5,35082,3010,2851,19826,664,432,256,771,2432.5,756,26438.5,324,238,1243,95,16414
IB027_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4686.5,1209,4779,47314,4622.5,4475,19191,1019,440,296,761,4277.5,853,26380,433,548,1314.5,120,16758
IB027_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2539,1300,6690.5,47129,4611,3635,19341,953,2055,657,3064,4334,908,21037.5,449,1151,1256,94.5,16649
IB027_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3725,1175.5,5521.5,47325.5,4154,3180,22295,587,751,279.5,1078,4060.5,840,24580.5,458.5,259.5,1248.5,90,16232
IB027_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3495,1263,3865,33500.5,2305,1426,24119,655,531,354,1070,1553,518,15104,351,563,931.5,107,16061
IB027_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3982,1317,5369,45133,6044.5,4994,23103,1486,617.5,619,1183.5,7751,2929,20968,613,NaN,1483,97,16750
IB027_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4152,1313,3042,33835,2821.5,2652,23114.5,1271.5,411,467,1055,2997,485,25849.5,523,402,1359,70,16195.5
IB027_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2543,1231,13359,36513,5966,3480,23068.5,1246,661.5,224.5,2898,6928,1172.5,20379.5,304,350.5,1348,81,16607
IB027_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3890,1476,3615,36259,7528,6456,25422.5,1470,522,361,900,8648,4342,31504,345,498,1257,84,16314.5
IB027_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4055,5041,22087.5,54561,7691,5378,33974,3237,614,1376.5,1915,15521.5,7221.5,34158,930,NaN,1694,173,19491
IB027_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5980,888,1156,22503,6952,2000,51849.5,1773,822,NaN,NaN,2297,10451.5,NaN,NaN,NaN,1430,149,16456
