TR:CH050:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.664117795983752,0,0,0.795503082412854,0.893986223986947,0,0.718884314070055,0.938466542129873,0.767507692358375,0,0,0.950992923860478,0.975628461961639,0,0,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.689962306597005,0,0,0.39684395013963,0.71346334063189,0,0.852078391602749,0.972348063856789,0,0,0,0.920433375785189,0.926847685842254,0,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.596113032499604,0,0,1,0,0,0.457734403271947,0,0.394830076167307,0,0,0,0,0,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.469129454415373,0,0,0.555937515893128,0,0,0.5,0.324538714182177,0.680449795491675,0,0,0,0.0259002261909826,0,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.700755360353722,0,0,0.126495769917373,0.5,0,0.361581416296462,0,0.084437961270525,0,0,0.213381906842202,0.283976551256681,0,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.631909737312205,0,0,0.336307555791828,0,0,0,0,0.9980722202927,0,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.675633509115867,0,0,0.279507713310273,0,0,0.445417444609957,0.0651088722835795,0.992801812960778,0,0,0,0.103899738279363,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.946106368707159,0,0,0.860191621913127,0,0,0.93719133713944,0.621174565699521,0.81099409276375,0,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.5,0,0,0.676982402158592,0.743855154146639,0,0.796502510243764,0.980699374881208,0.833990566977653,0,0,0.796608658468081,0.8213677667188,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.666857836070903,0,0,0.465334680226465,0.41754097751101,0,0.395077709036774,0.5,0.553608607343545,0,0,0,0,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.417884150928804,0,0,1,0.407769762257913,0,0,0.476864290077623,0.99517008749228,0,0,0.5,0.49655343147202,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.477506319125508,0,0,0.5,0.922193774287083,0,0.273861780440198,0,0,0,0,0.776092190948836,0.744530440404322,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.583701712888846,0,0,1,0.690429227051106,0,0.964728519251587,0.990723082935941,0.417427056563731,0,0,0.96748859620827,0.978311228469263,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.855226080515807,0,0,0.0233704590080356,0.927251599838306,0,0.996211544254994,0.983253909406395,0.939319385097426,0,0,0.963176682531436,0.980310976015827,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.440259749550382,0,0,0.638712070620003,0.702682870868186,0,0.955098859090082,0.983449954098282,0.229372897326113,0,0,0.954252583006582,0.97337162456195,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0.5,0.825143078543152,0,0.84365035889819,0.983370312161133,0.605319519366845,0,0,0.943138658941118,0.961906552292704,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.130158969190364,0,0,0.441196084269774,0.661663290661594,0,0.707309271667241,0.967995910578844,0.145052954031276,0,0,0.82165561589489,0.857076837047635,0,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.197620744679588,0,0,1,0.778305676065125,0,0.924841227357049,0.994555992002328,0,0,0,0.88759713305541,0.737577141575788,0,0,0,0
