TR:UZ024:CellType,TR:antiCD3,TR:BDNF,TR:BN201,TR:gilenya,TR:H2O2,TR:rebif,TR:IFNG,TR:NaCl,TR:IL1A,TR:Teriflunomide,TR:IL6,TR:INS,TR:LPS,TR:EGCG,TR:PolyIC,TR:conA,TR:S1P1,TR:TNFA,TR:vitD3,TR:DMF,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6
1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.627183425172089,0.620384204535601,0,0,0.802988816450145,0,0,0.636548791234441,0.150030574693888,0.869303186808802,0,0.93598802681517,0.99706033295152,0.632188794822477,0,0,0
1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.751780810710429,0.57775176852649,0,0,0.700444317015654,0,0.820177721619026,0.919779707841433,0,0,0,0.79557323471806,0.948742566960884,0.717453862249307,0,0,0
1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.782325509292725,0.40805403375887,0,0,0.672857420377623,0,0.402127650062868,0.763125969732153,0,0.810029570701159,0,0.78451214874633,0,0.857602369367804,0,0,0
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.347822333668555,0.194058006079056,0,0,0,0,0,0.625916347567936,0.126087821518678,0.686795839722134,0,0.374421098870182,0,0.777991623452189,0,0,0
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.722014018791345,0.67521504738815,0,0,0,0,0.87203532218587,0.256573926702425,0.143965994409921,0.342118975149379,0,0.433898966526492,0.874071451460476,0.648933298005049,0,0,0
1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.370893762929884,0.379762578975737,0,0,0.141165339118676,0,0,0.169540702131635,0.978456228107977,0.024411145144982,0,0.622749040887497,0,0.134241559628353,0,0,0
1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.794079226836304,0.365213733578449,0,0,0.527069002991343,0,0.746026147576874,0.50668282078607,0.78085365703599,0,0,0.494002255603035,0.211055714692453,0.463510915054565,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.953894828104289,0.849776540938868,0,0,0.298604101003878,0,0.976216071219327,0.901799019253763,0.691875958974927,0.95559113927813,0,0.505926653814838,0.554229529323322,0.929483858272328,0,0,0
1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,0
