,TR:CH029:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH029_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2067.25,765.5,2753.75,26842,847.5,2263.5,6219.75,765.5,405.75,462.5,656.75,2167,471,21118.5,560.25,431.75,2866.75,117,15374.8
CH029_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2067.25,765.5,2753.75,26842,847.5,2263.5,6219.75,765.5,405.75,462.5,656.75,2167,471,21118.5,560.25,431.75,2866.75,117,15374.8
CH029_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2067.25,765.5,2753.75,26842,847.5,2263.5,6219.75,765.5,405.75,462.5,656.75,2167,471,21118.5,560.25,431.75,2866.75,117,15374.8
CH029_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3402,938,3034.5,25688,1007.5,2460,6681.5,825,533,548,812,2665,580,18960.5,590.5,563,2908,103.5,15271
CH029_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3193,845.5,3570,28850,954.5,2504.5,6637.5,851,494.5,482,742,2693,534,23057,581,485,3237,128,15567
CH029_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3364,862,3232,28642,900.5,2379.5,6057,835.5,475,444,752,2146,449,19872,527,489,3307,94.5,15729
CH029_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3622.5,780,3501,26530.5,887,2330,6992,847,512,437,696,2702,491.5,22711,562,487,3082,120,15627
CH029_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15083,899,4429,25342,1062,2550,15308,857,540,451,711.5,3194,615,22791.5,589,524,4087.5,124,15507
CH029_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4047.5,731,3899.5,27950,873,2401,7424.5,763,1509.5,387,1979,2276,405.5,19641,476,476,3524,112,15317
CH029_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8003,803,3646,29866,855.5,2278,9367.5,817,422,441,698,2112,451.5,18072,550,508,3355,123,15773
