,TR:UZ024:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ024_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633.75,738.25,3536.5,17275.3,1721,1905.5,11792.8,592.5,409,423.75,796.5,2095,424,22908.5,456.75,511.5,1529.25,100.25,17319.8
UZ024_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3633.75,738.25,3536.5,17275.3,1721,1905.5,11792.8,592.5,409,423.75,796.5,2095,424,22908.5,456.75,511.5,1529.25,100.25,17319.8
UZ024_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3633.75,738.25,3536.5,17275.3,1721,1905.5,11792.8,592.5,409,423.75,796.5,2095,424,22908.5,456.75,511.5,1529.25,100.25,17319.8
UZ024_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6531,764.5,3979,19794,1706,2360,11238,596,449,521.5,944.5,2136.5,512,21351.5,479,469,1834,94,16864
UZ024_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7980,834,5877,25423,1847.5,2589,12550,591,492,451.5,1219,2617,486,22355,540,539.5,2318,114,17141
UZ024_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8561,805,5584,25631,2045,2994,12253,790,388,513,958.5,3132,453,29299,502,675.5,4220,117.5,17164
UZ024_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5055,771,3182,18594,1617,2266,11307,567,445,486,920.5,2466,419,21363,544,632,1755.5,122,17256
UZ024_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7529,847.5,3290,14553.5,1679,2274,13321,643,448,453,680,2519.5,518,25331,496,669,1662.5,112,17303
UZ024_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5141.5,801,3838,17556,1807,2387.5,11766,637,980,430,1928,2746.5,474,22516,506.5,600,1864,116,16944.5
UZ024_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8828,799,3762,20463,1751.5,2573,12775,567,464,412,937,2580,425,23624,489,589.5,2108.5,113,17210
