,TR:CH057:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH057_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5666.25,732.25,9053,56782.8,1396,4338,9366.5,868.25,389.25,428.25,922.75,2846.75,511,29138.5,543.25,442.75,5718.75,97.25,15341
CH057_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5666.25,732.25,9053,56782.8,1396,4338,9366.5,868.25,389.25,428.25,922.75,2846.75,511,29138.5,543.25,442.75,5718.75,97.25,15341
CH057_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5666.25,732.25,9053,56782.8,1396,4338,9366.5,868.25,389.25,428.25,922.75,2846.75,511,29138.5,543.25,442.75,5718.75,97.25,15341
CH057_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11090,805,9431,54584,1557.5,4872.5,12073,862.5,477,437,1015,3246,697,28931,573,441,5207,100,15222.5
CH057_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10685,810,9652,51861,1658.5,4493.5,10477,716,512.5,573,969,3259.5,545,27373,607,493.5,5895,123,15267.5
CH057_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11218,805.5,9445,53764.5,1533,4551.5,9307.5,783,428,379,946.5,2344,440,26299.5,536.5,561,5634,129,15295
CH057_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10076,763,10176.5,51618.5,1502.5,4509,9882,771,442,376,998,3166,545,28573,526,472,5515.5,103,15173.5
CH057_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,34100.5,823,9560,42144,1574,4564,22041.5,654,414,476,845,3509.5,633,27350,486.5,602,5598.5,96,15243.5
CH057_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11491,647,11144,52564.5,1425,4473,10327,741,1476,385,3508.5,3137,580,27719,453.5,471.5,5444.5,96,15267
CH057_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13300,768,10472.5,54053,1192,4380,12202.5,917,450,367,912,2183.5,435.5,29877.5,465.5,555.5,5044.5,101,15281
