,TR:IB002:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB002_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387.5,515,8362,46581.3,938,1743.75,12736,517,373.75,365.5,614,3568,566.5,22526,450.25,447.5,1405.5,111,15132
IB002_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2387.5,515,8362,46581.3,938,1743.75,12736,517,373.75,365.5,614,3568,566.5,22526,450.25,447.5,1405.5,111,15132
IB002_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2387.5,515,8362,46581.3,938,1743.75,12736,517,373.75,365.5,614,3568,566.5,22526,450.25,447.5,1405.5,111,15132
IB002_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,714,488.5,1968,28573,427,744,2584,805.5,391,555,653,1354.5,443,8087.5,524,795.5,736,83,15092
IB002_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2212,435,8814,43506,828,1916,10013,510,447,473,716.5,3303,631.5,23760.5,474,481,1523,129,15079
IB002_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1562,479,7978,33443,923,2080,6328.5,487,387,379.5,555.5,2591,604,23818.5,481,375,1267.5,120,15219.5
IB002_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2182,496.5,6618,47268,433,1484,14522,564.5,339,422,625,3103,478.5,19075.5,422,472,1419,94,15255.5
IB002_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1849,475,7059,47937,572,1592,10934,569.5,363,399,667.5,4046,490,20726,441.5,436,1476,118,14834.5
IB002_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2218,535,8148,48825.5,469,1429.5,14088,533.5,3108.5,342,1931.5,3313,493,19733,456,677,1397,83,15168
IB002_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2462.5,518.5,9294.5,46252,915,1750.5,11460,490,367,378.5,726,3406,613.5,24949,459,469.5,1598,111,15116
