,TR:KI002:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI002_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6988.25,974.5,6747.75,36108.5,3047.5,4022,20985.8,1260.5,488,358.5,985.75,4132,1292,28117,426,452.5,3015.75,115.25,16714.8
KI002_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6988.25,974.5,6747.75,36108.5,3047.5,4022,20985.8,1260.5,488,358.5,985.75,4132,1292,28117,426,452.5,3015.75,115.25,16714.8
KI002_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6988.25,974.5,6747.75,36108.5,3047.5,4022,20985.8,1260.5,488,358.5,985.75,4132,1292,28117,426,452.5,3015.75,115.25,16714.8
KI002_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10151,1098,7521.5,37459,3543,3727,21499,953,577,442,1127.5,4518,1923.5,27281,518,572.5,3206,120.5,16772.5
KI002_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9194,1003,7100,37239.5,2929,3461.5,19952.5,1079.5,516.5,344,1011,3442,927,24626,426,479,3006.5,133,17107.5
KI002_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9660,1099,7772,38578.5,2762,3337,20495,948,523.5,389,1177,2545,621,26796,465,444,4374,124,16756
KI002_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12288,994.5,7312,37944,2370,3210.5,20149,932,520,418,1145,3133,612,26427,464,569.5,2844,124,17033
KI002_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10347,926.5,7631.5,36882,3154.5,3616,20657,1000,511.5,436.5,1170,3552,960,26611,496.5,502.5,3118,98,17079
KI002_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9469,1002,9178,37897,3053,3625.5,20437.5,907,2183,364.5,2174,3112.5,870.5,27442,487.5,928,3342.5,86,16684
KI002_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7979,1088,7269,35589,2771,3131,19941,944,572.5,361,1070,2386.5,784,25827,417,513.5,2994.5,111,16825
