,TR:UZ020:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ020_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.75,681,2840,21922.3,2104,2243,12304.5,562.5,431.25,438.5,625.5,2551.25,438.75,25550,519.25,432,1578.5,124.5,17020.3
UZ020_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2876.75,681,2840,21922.3,2104,2243,12304.5,562.5,431.25,438.5,625.5,2551.25,438.75,25550,519.25,432,1578.5,124.5,17020.3
UZ020_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2876.75,681,2840,21922.3,2104,2243,12304.5,562.5,431.25,438.5,625.5,2551.25,438.75,25550,519.25,432,1578.5,124.5,17020.3
UZ020_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4734,1016,3581.5,21755,2790,2930,13460,610,574,653,729,3621,878,29956.5,720,619,2419,97,16749
UZ020_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3817,733,3531,22516,2182,2818,13521,576.5,481,484,663,2666,466,32079,547,420.5,1487,130,17049
UZ020_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2131,513.5,2063,14264,1389,1886.5,9504,513,333,367,510,1655,353.5,21455,402.5,493,1030,113,16726
UZ020_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3918,778,2631.5,19448,1900,2033,12658,468,389,366,553,2092,420.5,25285,423,535,1180.5,129,16822
UZ020_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10943,658.5,2733,15476,1704,1775,14946,580,429,444,617.5,3308,719.5,21686,504.5,533,1422.5,125.5,16829.5
UZ020_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3817,777.5,3806,24085,1962.5,2746,12565,624,1145,514,1504,2760,464,27730,526,608,2431,124.5,16956
UZ020_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3898,825,4299.5,23670,2042,2406,13441,571,522,448.5,691,2680,495,29414.5,460,563.5,2082,136,17303
UZ020_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9632,805,3906,22493,1847,2469.5,14107,872.5,444.5,437,655.5,2580,464,29541.5,494.5,555,1634,110.5,17049
UZ020_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3683,981,3283.5,23324,2694,2548,14426,1649,652,608,667.5,3287.5,516.5,33129,727,631,1753,101,17233
UZ020_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5460,710.5,2771,21709,1781,1811,12181,579,388,382,604.5,1864.5,365,25908,450,407,1473,138,17072
UZ020_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4468,756,12408,23854,2272,2242,12007,558.5,490.5,449.5,2665,2970,460,26323,433,404.5,1481,92,16864
UZ020_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3495,790.5,2871,21940,3160.5,3547,13083,637,452,519,615.5,3300,567,27384,403.5,523.5,1341.5,115,17303
UZ020_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3143.5,683,2513,25411.5,2828.5,2904,13276,1825.5,420,505,603,3365,479,24973.5,478,425,1469,108.5,16610
UZ020_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14745,573.5,1552,16577,3496,1892,29829.5,564.5,634,485,645,1970,602,28653,455,518,1590,97,16645
UZ020_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2847,809.5,2984,20255,2162.5,2686.5,13137,858,416,424,537,2450,443.5,27280.5,475,484,1417,90,17003
UZ020_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2547,689.5,2296.5,17418,1878,2260,12875,669,494.5,434,559.5,2081,455,26565.5,503,502.5,1190.5,96.5,16980
UZ020_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3455.5,623,2904,25838,2019,2619,11923,718,357.5,452,594.5,2441,403,27130,505,467.5,1829,133,16726
UZ020_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2827,669.5,2368,25608,2385,2145,14145,3121,456.5,448,599,3699,554,28722,443,526.5,1285,140,16841
UZ020_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2966,776,2447,17267.5,1960,1933.5,12186,595,402.5,426.5,626,2031.5,424,25908,501.5,491,1116.5,122,17187
UZ020_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2484.5,770,2214.5,17256,1843.5,1937,12913.5,571,437,482.5,536,1751,413,24293,407.5,488,1332,102,16933
UZ020_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3415,955,3900,21963,3166,2931,13285,785,683.5,674,713.5,6274,2437.5,33509.5,654.5,539,1788,140.5,16956
UZ020_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2018,797,2506,16050,2414,2434,13674,1201,472,465.5,547.5,4546,1039,27453,469.5,415.5,1116.5,121.5,16991.5
