,TR:UZ008:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ008_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6644,716.5,9547.75,37424,1267,2422.25,6700.5,569.75,489.75,457.5,803.75,2639.25,541,19623.8,589.75,432,3286.25,103.5,14852.8
UZ008_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6644,716.5,9547.75,37424,1267,2422.25,6700.5,569.75,489.75,457.5,803.75,2639.25,541,19623.8,589.75,432,3286.25,103.5,14852.8
UZ008_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6644,716.5,9547.75,37424,1267,2422.25,6700.5,569.75,489.75,457.5,803.75,2639.25,541,19623.8,589.75,432,3286.25,103.5,14852.8
UZ008_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12716.5,815,10308,37020,1866.5,2796,9668,751,609,677,1037,4218,1173,18649,743,457,2629.5,77.5,14821
UZ008_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11556.5,530,10032.5,39709.5,1450,3544,8195.5,590,380.5,469.5,897,3800.5,984,19687,548,452.5,3458,126,15106
UZ008_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8586,708,9711.5,38439.5,1362,2911.5,6920,544,330,485.5,830.5,2180,420.5,22376.5,615,410,3358,117,14965
UZ008_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15691,695.5,9200.5,39501.5,1375,2262.5,7363,521,482,431,887,2528,402,17979,565,388,1948,115.5,14461
UZ008_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13855,936.5,12750,42363.5,1588,2767.5,6874,538.5,544,455,928,3134,871,21118,653.5,418,2813,112,14687
UZ008_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11216.5,597.5,12156,38001.5,1569,2706,7900,583,726,299.5,927,3792.5,827,15351,618,488,2939,136,14631
UZ008_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12359,725,11814,42109.5,1491,2558,8026,603,657,573.5,1027.5,2642,521,18972,636.5,448,2558,98.5,14706.5
