,TR:IB006:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB006_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.25,722.5,3681.5,29362.3,1784.75,2566,13772.8,671,427.75,419,829.25,3137.25,745.5,25688.5,433.25,440.5,1199.75,110,16716.8
IB006_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,643.25,722.5,3681.5,29362.3,1784.75,2566,13772.8,671,427.75,419,829.25,3137.25,745.5,25688.5,433.25,440.5,1199.75,110,16716.8
IB006_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,643.25,722.5,3681.5,29362.3,1784.75,2566,13772.8,671,427.75,419,829.25,3137.25,745.5,25688.5,433.25,440.5,1199.75,110,16716.8
IB006_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,843,855,3750.5,30510.5,2072,2854,15051,617,479,485,816,4456.5,1958,26646,519,435,1228,110.5,16657
IB006_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1073,755,5471,34144,1936.5,2476.5,14732,531,466.5,319,736.5,3815,1138,26069,376,435.5,1185,106,16933
IB006_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,993,729,4468,35170.5,1648.5,2414,12970.5,624.5,521,412,1221,2680,494,25538.5,428,479,1919,129,16627
IB006_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,820,764,4060.5,31098,1693,2401,13817,569.5,421,438,831.5,2899,594.5,24593,468,483,1230,88,16887
IB006_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,789.5,793.5,4423.5,31375,1866,2570,13698,537,465.5,410,914.5,2754,641,27153,437,403.5,1358,100,17060.5
IB006_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,799,826,5666,30775,1888,2753.5,13689,579.5,2547.5,442,2067.5,3356,772,27395.5,474,855,1392,72.5,16956
IB006_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,966,841,5105,31848.5,1730.5,2349.5,14220,562,503,332,948.5,1954,666,25931,476,515,1184,120,16556
