,TR:KI038:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI038_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757,622,7998.75,38399.3,1227.5,4047.25,7539,1137.75,414.5,468.5,782.5,2377,625,26380.5,727,562.5,6818,110,15814.3
KI038_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1757,622,7998.75,38399.3,1227.5,4047.25,7539,1137.75,414.5,468.5,782.5,2377,625,26380.5,727,562.5,6818,110,15814.3
KI038_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1757,622,7998.75,38399.3,1227.5,4047.25,7539,1137.75,414.5,468.5,782.5,2377,625,26380.5,727,562.5,6818,110,15814.3
KI038_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3158,938,8797,47152,1537.5,4760,15333.5,1620.5,528,675.5,1102,4068,1376,27165,1081,690,8461,112,16321
KI038_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2470.5,650,7918,47591,1036,3747,11486.5,1318,437,484,774,2519,598,24234,672.5,526.5,6569.5,125,16003
KI038_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2050,615,8865,39098,1294,3842,6412.5,967,382.5,510,795,2043,477,25607.5,707,634,8116,134.5,16046
KI038_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3105,554,8257,37574,1284,3713,7409,984,443,457,785.5,2504.5,509.5,25468.5,658,526,6066.5,107,15582.5
KI038_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3437,595,8767,36074,1534,4161,6180.5,987,466,465,754,2567,689.5,27973,689,505,6019,146,16083
KI038_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2798.5,598,9943,37620,1656,4519.5,6823,968,2559,417,1743,3088,764.5,25445.5,677,858,6167,142.5,15871
KI038_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2979,593,6388,41752,1324,3594,9030,1256,491,544,678,2434,628,23068.5,749,508,5542,113.5,16155
KI038_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5437,514,10299,47845,710,3638,23045.5,1290,470,465,733,2492,497,25261,709,589.5,6655,97,16180
KI038_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1954.5,776.5,10581,42629,2256.5,5314.5,18660.5,3364.5,527,705.5,1093.5,4911.5,1242,29081,1150.5,680,8634,130,16071.5
KI038_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2180,605,9395,41567,1150,3510,6920,1060,389.5,517.5,770,2160,471,25711,787,551,7739,135,15681
KI038_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1726,552,33489,38474,1511.5,4055.5,6575.5,1105,1272.5,488,3946,2997,842.5,26173,610.5,578,6851,117,15547.5
KI038_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2224,530,9120.5,38232,3554,8542,7057,1012,401.5,393.5,575,3097,713.5,25711,613.5,434,6854,131,15678
KI038_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2125.5,562,8820.5,45029,2387,5490,17749,4683,412.5,457,852,3802,821.5,29311.5,721.5,598.5,7049,122,15913
KI038_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5674,568.5,1371.5,22860.5,1763,2215,25065,1007,516,483,799,1340,525,24418.5,430.5,555.5,8908,128,15836.5
KI038_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1969,634,8821,44625.5,1506,4552,10527.5,1498,491.5,496,795.5,2589,627.5,24926,662,585,6903,146,16193.5
KI038_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1734,807.5,8891.5,39190,1948,4553.5,7393,1212,436,598,853.5,2715,720,26692,775,661,7720,99.5,15681
KI038_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1603.5,661,8931,38959,1325,3936,6683,1007,522,551,901,2598,590,25353.5,632,560.5,6908,101,15984
KI038_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2372.5,681,9625.5,43413,2367,5352,24799.5,7293.5,398.5,454.5,741,7682,1961,32612,799.5,617.5,7029,159.5,15833.5
KI038_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1970,668,8216,37759,1365,3895.5,6267,1097,419.5,622.5,770,2570.5,701,24822.5,680,486,6404,115,15656
