,TR:KI019:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI019_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3468,825.25,7660.5,39467,1715.25,3626.5,11704,843.5,390.75,403,855.5,1647.25,554,28936.8,519.25,450.25,2293,101,14981
KI019_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3468,825.25,7660.5,39467,1715.25,3626.5,11704,843.5,390.75,403,855.5,1647.25,554,28936.8,519.25,450.25,2293,101,14981
KI019_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3468,825.25,7660.5,39467,1715.25,3626.5,11704,843.5,390.75,403,855.5,1647.25,554,28936.8,519.25,450.25,2293,101,14981
KI019_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5538.5,1026,7760.5,39536,1633,3187.5,15624,964,570,568,934,2055,839,26449.5,649.5,448,2661,114.5,14853
KI019_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5261,815,7893,42075,1212.5,3059,16830,1211.5,471,594.5,903,1819,549.5,25365,647.5,464,2007,113.5,15294
KI019_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4872,733,9093,40852,1621,3679,12161.5,776,376,396.5,989,1894,494,27130.5,513,456,3166,82,15151.5
KI019_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4754.5,694,7337,41844,1365,3260,12073,909,374,391,816,1829,530,28296,494.5,468.5,2455,122,15158
KI019_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7869,798.5,8156,40021,1725,3560,10684.5,881.5,387,362,897,1852.5,583.5,28411,483,429,2369,98,15188.5
KI019_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4298,996,7797,46494.5,1256,3227,14755,973,1035,461,1404,2007,585,26519,524.5,532,2257.5,96,15052.5
KI019_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9626,NaN,3742.5,28550,813,2390,16929,1096.5,647.5,564,788,1413.5,562,18072,643,541,1305,71,15422
KI019_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22099.5,1052,13841,40205,1632,3785,26853.5,1055,498,405,1061,2701,651,30823.5,527,520,2163,111.5,15031.5
KI019_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6906,1020,8076,41198,1835,3885.5,18164,2051,472,482,997.5,2158.5,607,31469.5,618.5,434,2460,113.5,15027
KI019_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7932,781.5,6889.5,43298,1185.5,3227,18695,1039,454,664,839.5,1747,495,27234,630,371,1837,88,15041
KI019_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3580,681,25711,41498,1818,3770,10643.5,960,587.5,376,2901,2125,670,30835,490,510.5,2921.5,112,15121
KI019_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4487,622.5,8178.5,44314,3324,7538,12653,920.5,477,463,885,2769,1024,33051,540,473,3049,85,15218
KI019_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4753,1028,7683,43101.5,4051,6524,17206.5,2278,463,406,1002,3700,1553,31366,572,524,2983,109,15205
KI019_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7577,718,1367.5,20980,2886,2638,29681,951.5,654,488,948.5,1185,602,23126,399,419,4759,102.5,15042.5
KI019_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6308,913,8960.5,40909.5,2989,5367,17241,974,408,444,883,2219,702,27834.5,504,455,2305.5,111.5,15097
KI019_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4190,825,7486,41798,2235,4732,13441,917.5,497,581,898,2316,816,26473,656,481,2417,93,14979
KI019_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4425,815,8760.5,40332.5,2010,4436.5,11661,782.5,369,363.5,834,2021.5,655,29865.5,519,432,2887.5,106,15116
KI019_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4159.5,869,8068,46575,2641,5052,23657,5031,427.5,405,892,2928,849,31804,483,440,2802,116.5,14997
KI019_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3969,900.5,8548,40759,1890,3923,11131.5,822.5,420,393,824,1929,574,31700.5,511,483,2860.5,82,15062
KI019_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4305.5,944,6859,39028,1729,3773,11783,746,382,355,1014,1674,623,27361.5,539.5,437,2032,106.5,15107
KI019_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3021,1200,8273,37528,2369,4792,17413.5,1649.5,464.5,511,1087,3944,2236,32404,655,499.5,3046,125,14982.5
KI019_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2698,862,8500.5,36766,1935.5,4195,18418,1568,391,440,960,2987,1036,30650.5,580,413.5,2392,111.5,15219
KI019_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2481.5,872,8429.5,39490,1810.5,3921.5,13122,1181,353.5,340,760,1878.5,536,29727,490,357.5,3535,101,15073.5
KI019_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3617,845,7298,37805,1495,3151,12512,964.5,391,433,821,1589,495,28827,457,361,2369,112.5,15111.5
KI019_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2671,822.5,7991.5,34562.5,1923,4173,14286,1523,418,342,851,2969,986,30835,493,417,2918,89,15178.5
