,TR:CH030:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH030_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701.5,972.5,2335,30581,1007,2221,7945.5,600.75,476.5,371.5,780,2562.5,479.5,14636.5,377.25,406.5,1826.5,110.75,15876
CH030_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1701.5,972.5,2335,30581,1007,2221,7945.5,600.75,476.5,371.5,780,2562.5,479.5,14636.5,377.25,406.5,1826.5,110.75,15876
CH030_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1701.5,972.5,2335,30581,1007,2221,7945.5,600.75,476.5,371.5,780,2562.5,479.5,14636.5,377.25,406.5,1826.5,110.75,15876
CH030_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1693,842.5,1918.5,30500.5,853,2046,9172,675.5,488,322.5,704,3378.5,1012.5,13131,421.5,282,1123.5,94,15878.5
CH030_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,979.5,794.5,913.5,18326,583,844,2979.5,475,689,402.5,747.5,845,453.5,5775.5,292,575,801.5,127,15838
CH030_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2004,949,2293,30489,872,2053,8108,655.5,503,369.5,850,2298,401,15736,428.5,448,1957.5,93.5,16256.5
CH030_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3875,891,8076,35936,904.5,2687,10048.5,719,474.5,436,1193,2925,579.5,15105.5,467,395,4189,116,16269.5
CH030_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8035.5,1013.5,2333,24719,776,2110,16647,669,595,283,767,3109,647,14436,451.5,628.5,1649.5,118,16143.5
CH030_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1828,563,2127.5,32058,652.5,1690,8505,606,1669,NaN,1745,2091,416.5,10046,368.5,343,1446,108.5,16231.5
CH030_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1438,738,1741,29519,669,1669,8551,769,633,496.5,885,1969.5,453,11298,360,485,1259,114,16191.5
