,TR:CH013:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH013_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,943.25,6417.25,31054,2592.75,2964.5,19883.5,967.5,482.75,401,937.5,3201,581.5,25030.3,470.5,408,2642.5,122,17027.3
CH013_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1407,943.25,6417.25,31054,2592.75,2964.5,19883.5,967.5,482.75,401,937.5,3201,581.5,25030.3,470.5,408,2642.5,122,17027.3
CH013_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1407,943.25,6417.25,31054,2592.75,2964.5,19883.5,967.5,482.75,401,937.5,3201,581.5,25030.3,470.5,408,2642.5,122,17027.3
CH013_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2038,1141,7608,29900.5,3157,3279,20403,831,582,476.5,994,5662,2290.5,25319,513.5,336,2740,121,17056
CH013_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1888,1017,6859,32727.5,2923,2883,20345,1128.5,609,518.5,1085.5,3587,730,24130,463,516.5,2625,135,16964
CH013_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1821,979.5,5886.5,29542,2719,3167.5,19133,857,460,502,1072,2502.5,464.5,24672.5,536,507.5,2890,101.5,17102
CH013_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1996,1043,6899.5,29669.5,2394,2909,19895,820.5,525,567.5,994.5,3043,592,25019,562,476.5,2163,128,17241
CH013_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1581,1001,5411,26796,2491,2361.5,20010,1000,587.5,433,949.5,2932,655.5,20310,466,582,1757.5,95,17218
CH013_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1751,992,6947.5,28330.5,2668.5,2404.5,18856,661.5,2130.5,359,2985,3183,631.5,19779.5,479,557,1842,114,16779
CH013_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1805,1006,7383.5,32312,2731,2499,20103,930.5,672,455.5,1143,3196,616,19918,541,508,2537.5,92,17033
CH013_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3118,994,8940,30281,2432,2168,22942,1002,594,362,1266,2447,614,26795.5,465.5,451,2755,113.5,16762.5
CH013_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2007.5,1086,7931,33604.5,3235,3455,21972,1936,622.5,496,1120,4973.5,915.5,30846.5,584,495,3548,117,17102
CH013_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1781,1010.5,6396,32577.5,3018,3141,19618,879.5,510,459,980,2902,526.5,27650,521.5,437.5,3310,111,17195
CH013_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1680.5,1001.5,18614,31769.5,2913,3214.5,20057,922,803,420,4773.5,3669,702,27719,513,503.5,3168,114,16929.5
CH013_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1660,906,5950.5,29173,4359,4845.5,18626,789,494.5,442,1003,3626,686,19768,544.5,459,1693,137,16825
CH013_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1570,979,6394,34331.5,5182,4742.5,22457,3197,488,496.5,943,5998,1009,24776.5,440,529.5,2118,119,17079
CH013_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2487,843,1636.5,23865,5163,2304,27604,1064,717.5,394.5,994,1959,575.5,18810,380,412.5,1954,105,16975.5
