,TR:KI026:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI026_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443.25,556.5,8944,29057.5,3208.5,3909.25,12020.3,917,334,434,597.25,2158.75,599.25,26744,694,509,6148.5,107,15360.5
KI026_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9443.25,556.5,8944,29057.5,3208.5,3909.25,12020.3,917,334,434,597.25,2158.75,599.25,26744,694,509,6148.5,107,15360.5
KI026_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9443.25,556.5,8944,29057.5,3208.5,3909.25,12020.3,917,334,434,597.25,2158.75,599.25,26744,694,509,6148.5,107,15360.5
KI026_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11548,673,9370,28735,3550,4110,12108,787.5,348,623.5,632,2342.5,825,25965,1006,500.5,6856,98,15533
KI026_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10770,516,9536,29704,3207,3791,10957.5,731,282,425,627,2063,574,26427,658,509.5,6325,89,15405
KI026_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13154,454.5,9576,37436,2516.5,3604,17010,995,244.5,405,661,1758.5,466,25538,836.5,436,9024,112,15565
KI026_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12707,662.5,9224,30661.5,2998.5,3447,12262,813,246,331,624,1767.5,356,23091.5,681,614,6994,123.5,15726
KI026_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12208,488,8785,32658,2864,2948.5,12969,805,294,372,625,1750,484.5,23715,706,503,7142,145,15695
KI026_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9852,590,9430,33904.5,2827.5,3644,14846,831,904,440.5,939,1951,523,24811,701,558,6584,122.5,15665
KI026_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10589,532,8693,30027,3001,3486,12450.5,782,315.5,426.5,646,1726,431,24834,752,519.5,6486.5,104.5,15617.5
KI026_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18025,595,11366.5,30684.5,2670.5,3507,21464,1336,328,422.5,570,1505,346,26784.5,836,623,6344.5,111,15461
KI026_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9735,635,9359,30489,3534.5,4176,12162,1402,376,554,666,2160.5,595,24349,829,503,6711,108,15153
KI026_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12518,605,9122.5,30258,3103,3695,11762,742.5,306,504.5,706.5,1542,394,24973,671,447,6828,167,15474
KI026_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10165,520.5,25965,28781,3288,3890,11434,787,631,488.5,2071.5,2033.5,520,26288,817,582,6998,103,15424
KI026_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11099,706,9267,29565,4145,6144,12114.5,796,292,440,690.5,2375.5,694,26311,834,500,7133,123,15580
KI026_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10784,614,8667.5,29496,3410,4566,12578,1147,266.5,521,728,2409,704.5,24857,639,548,6946.5,143,15234
KI026_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16618,372,1133,16494.5,4209,2102.5,35312,627,356.5,283,532,970,456,17621.5,457,428.5,8328.5,102.5,15346
KI026_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11930.5,587,10117,29519,3460.5,4405.5,11706,839,316,503,686,2119,641,28781,813,546,6568,138,15440
KI026_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11487,637.5,9444,30038.5,3827.5,4413,11734,863,315,490.5,882,2246.5,641,29519.5,850,572,7155,147,15381.5
KI026_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12029,553,8708,28896,3242.5,3544,11272,760,294.5,482,539,1881,476,26773,750.5,541.5,6634,119,15221
