,TR:CH048:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH048_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118.75,514.25,5430.5,31098,1180,3409.25,3484.75,805,354.5,361,1188.5,2221,558.75,26692,419.75,378.25,2027.5,114,16403
CH048_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2118.75,514.25,5430.5,31098,1180,3409.25,3484.75,805,354.5,361,1188.5,2221,558.75,26692,419.75,378.25,2027.5,114,16403
CH048_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2118.75,514.25,5430.5,31098,1180,3409.25,3484.75,805,354.5,361,1188.5,2221,558.75,26692,419.75,378.25,2027.5,114,16403
CH048_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4434,668,6391,35159,1784,3881,4334,867.5,506.5,494,1484.5,3759.5,1038,27545.5,560,421,3322,124,16472
CH048_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4964,439.5,5653.5,31952,1277,3471,3882,832,375,373,1129,2695.5,603,27430.5,420,418,1968,115,16310
CH048_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4346.5,496.5,5635,33498,1198,3703.5,3379,817.5,328,335,1372,2045,411,25377,435,398,2590.5,95,16310
CH048_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3643,424,5240,29345,1112,3246,3399,812,322,350.5,1240,1866,476,24973.5,390,367.5,1634,120,16287
CH048_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5167,524,4902,29910.5,1264.5,3287,3209,817,346,401,1098,2487,539.5,26207.5,409.5,444,1687,104,16298.5
CH048_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3275.5,510,8327,34951,1163,3812,3589,805,2852,335,5736,2010.5,461,25769,451.5,507,2311.5,115,16472
CH048_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5047.5,507,6172.5,36866,1103,3294,4194.5,698,400,326,1414,1735.5,421,25227.5,392,427.5,1911,117,16372.5
