,TR:IB068:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB068_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166.75,1186,7524,25233,2417.75,3867.25,14100,902.25,664.5,495.5,1955.5,5969,911.5,28128.3,500.5,429,7149.25,117.25,17118
IB068_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4166.75,1186,7524,25233,2417.75,3867.25,14100,902.25,664.5,495.5,1955.5,5969,911.5,28128.3,500.5,429,7149.25,117.25,17118
IB068_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4166.75,1186,7524,25233,2417.75,3867.25,14100,902.25,664.5,495.5,1955.5,5969,911.5,28128.3,500.5,429,7149.25,117.25,17118
IB068_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15071.5,1380,5601,10556.5,2352,2115,14841,580,717,935,766,5159,665,23301,815,719,6344.5,138,17256
IB068_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14408.5,1080.5,5113,9369,1901.5,1951,13816,597.5,565.5,574,547,4231,619.5,20555.5,505,561.5,4225.5,94,16933
IB068_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13315,1019,4328.5,8202,1766.5,1839,14222.5,584.5,544,468,666,3429,583,18202,456,596,3035,102,16864
IB068_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13848,1059,4723.5,8466.5,1643,1851.5,14034.5,534,554,581.5,583,3757.5,587,20590,421,598,3515.5,106.5,16956
IB068_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13145,1048,4638,9074,1699,1872,13604,510.5,523,490.5,575,3834,547,19379,413,582,3588.5,141,17141
IB068_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14018.5,1064,4888,10112,1632.5,1958.5,13651,516,970,497.5,694,4135,606,20601.5,370,535,3809,118,17095
IB068_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14185,932,8104,9234,1739,2427.5,13551,402.5,500.5,437,582,5731.5,1011,23819.5,401,456,4663,117,16944.5
IB068_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13943,993,7275,8758,1787,2092,14842.5,456,611.5,626,711,4346,644,20140,570,589,3767,109.5,16933
IB068_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3127,1913,7244,24800,2593,3143.5,14710,1642,921.5,886.5,2574.5,5841,1065.5,27938,839,648.5,8460,97,17349
