,TR:KI028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1486.5,1137.75,3837,39974.8,2837,3705,21204.8,1657.75,622,315,1253.5,3111.75,695,30627.3,458,482.25,1928,102.5,16543.5
KI028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1486.5,1137.75,3837,39974.8,2837,3705,21204.8,1657.75,622,315,1253.5,3111.75,695,30627.3,458,482.25,1928,102.5,16543.5
KI028_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1486.5,1137.75,3837,39974.8,2837,3705,21204.8,1657.75,622,315,1253.5,3111.75,695,30627.3,458,482.25,1928,102.5,16543.5
KI028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1762,1318.5,3395.5,39698,3035,3445,20183.5,1187,715,314,1103,4250,1615,28712,411,457,1828.5,85.5,16498.5
KI028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1383,1086.5,3491,40044,2517,3397.5,19595,1111.5,603.5,297,1083,2569,617,27096,429.5,461.5,1758.5,103,16687
KI028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023,1160.5,3781,41244,2475,3173,20218,1151,617.5,371.5,1238,2348,484,22364.5,471.5,446,1992,97,16729
KI028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2240,1276,4271,40967,2461,3220.5,21072,1287,655,375,1423,3034.5,622,30350,459,545,1906,109,16710
KI028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1960.5,1178,3699,36213,2916,3500,20726,1358,687,363,1197,3125,732,27050,398,408,1692.5,130,16743.5
KI028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1647.5,1160,4173.5,39144,2692,3208.5,19018,1088,1892,264.5,2106,3034.5,619,25250,388,540,1798,107,15976
KI028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1994,1234,3983,40205,2682.5,3230,20057,1112,713,286,1311,2754.5,625.5,29057.5,399,547.5,1834,83,16485
