,TR:UZ039:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ039_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.5,376.5,2301.5,26104,1095,2048,1539.25,777.25,395,423,522.25,2171.5,427.5,23029.8,469.5,473.75,2054,101,17372
UZ039_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,846.5,376.5,2301.5,26104,1095,2048,1539.25,777.25,395,423,522.25,2171.5,427.5,23029.8,469.5,473.75,2054,101,17372
UZ039_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,846.5,376.5,2301.5,26104,1095,2048,1539.25,777.25,395,423,522.25,2171.5,427.5,23029.8,469.5,473.75,2054,101,17372
UZ039_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1041,399,2216.5,23924,1067,2168,1704,725.5,348,399,516,2399,526,19010,434,375,1597.5,89,17372
UZ039_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1118,403,2710,27730,1185,2274,1813,825,332.5,448,518,2437.5,464,22378,373,422.5,1936.5,127,17175.5
UZ039_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1088,392,3676,30752,1119.5,2333,1766,808.5,370,425.5,620.5,2355,430,23301,466.5,509.5,4239.5,87,17279
UZ039_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1205,383,2720.5,28445,1117,2197,1877,764.5,357.5,468,493,2397,425,24581,446.5,498,2401,128,17533
UZ039_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1232,375,2711,27269,1238,2356.5,1842,801,434,329,545.5,2667.5,459.5,18964,377,437,2205,120,17337.5
UZ039_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1003,428.5,3074,27107,1157,2249.5,1820,777.5,997,398,1611,2329.5,468.5,22505,447,579,2763,105,17349
UZ039_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1143,428.5,2867,28584,1088.5,2160,2017,820.5,369,437,636,2267.5,426.5,22170,517,473,3300,104,17418
UZ039_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2108,415,2297.5,23808,850,1901,2802,984,348,402,534,1718,358,22585.5,406,379,1622,107,17464
UZ039_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1087.5,447,2595,28479.5,1268.5,2295,1941,1730,392,475,605,2577.5,467,25769,512,544.5,2461,97,17475.5
UZ039_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1154,384,2181,26231,962.5,1767,1705,681,359.5,418.5,558,1950,401.5,22562,401,458,1994,101,17510
UZ039_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1118,372,14744,29345,1208,2213,1916,790.5,556,450,4318.5,2489.5,404.5,23485,437,527.5,2097,116.5,17187
UZ039_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,968,375.5,2341,25711.5,1345,2744,1645,702,407,432,468,2235,422,21386,407,454.5,2088,90,17521.5
UZ039_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1021,379,2379,25954,1204.5,2210,1825,844.5,328,411.5,464,2155.5,412,22285.5,395,382,1948,115.5,17326
UZ039_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3275.5,372,1369,20855,1329.5,1161.5,21155,678,468,370.5,557,1405.5,358,21340,380.5,387,2263,115,17395
UZ039_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,994,390,2283.5,24869,1284,2159,1608,792,380,548,575.5,2233,431.5,22562.5,486,505.5,1842,108,17510
UZ039_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1032,556.5,2508,27084,1721,2212,2165,863.5,584,1010,747.5,2522,497,24593,1127.5,613,2862.5,87,17579
UZ039_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1003,445,2736,29045,1201.5,2283,1677,851,403,550.5,621,2384,458,24235,484,565,2324.5,121,17579
UZ039_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,958,413,2581,31778.5,1135.5,2286,2242.5,3028,425,499,529,2600,465,26380.5,428.5,506.5,2577.5,85.5,17602
UZ039_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,870.5,338.5,2384,24708,1002,2077,1455,676,354,376,551,1929.5,354,21766.5,460.5,419,1431,119,17395
UZ039_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,927.5,286,2495,24915.5,961,1913.5,1527,505.5,349,335,463,1824,359,12421,401.5,327.5,717,102.5,17510
UZ039_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,805,483.5,1943,21489.5,1380,2175,1654,888,415.5,596,539.5,2591,646,21178,572,701,1591,109,17487
UZ039_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,788.5,374,2181,24639,1151,2069.5,1496.5,766,399,447,488,2172,422,23462,442,513,1920,102,17510
UZ039_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,897,406,2753,29783,1144.5,2179,1596,982,353,471,635.5,2284,454.5,23116,432.5,512.5,3357,127.5,17625
UZ039_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,822,376,2248,24893,994.5,1805,1630,722,385,414,572,2090,326.5,22631.5,473.5,495.5,2139,120,17510
UZ039_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,921,405.5,2511,26484,1296.5,2244,1478.5,776,411,387.5,506,2315,428,24396.5,440,516.5,2302.5,124.5,17649
UZ039_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,809.5,317,2896,21986,1210,2083,1588,631.5,1802.5,424,3015,1921,376.5,22539,483,1418,1903,98.5,17291
UZ039_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,767,334.5,2556.5,27361,990,1998,1551,619.5,373,372,518,1894,351,18133,405,329,3140.5,108.5,17279
UZ039_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1933,385.5,2212,23785,818,1780,2292,718.5,333,428.5,493,1715,380.5,23001,450.5,388.5,1952,112,17279
UZ039_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,767.5,468.5,2453,22735.5,1385,2235.5,1635,1073.5,407,489.5,533,2499,531,25054,464,473,1946,127,17118
UZ039_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,923.5,446,2522,29079.5,1050.5,1883,1784,957,366,426.5,509.5,2217,436,23831,443.5,452,2451,118.5,17372
UZ039_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,807,375,13147.5,29172,1370.5,2351,1837,782,669,411.5,4500,2684,445,23993,427,595.5,2583,124.5,17187
UZ039_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,672,316,2330,27049.5,1333.5,2749,1654.5,714.5,361,375,480.5,2337,372.5,22978,363,360.5,2308.5,98,17372
UZ039_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,828,521,2794,27799,1522,2841,4899.5,1487,355,448,549,6683,1505,25827,429,465,2752.5,97,17164
UZ039_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1133,316.5,1152,23255,1823,1263,13480,1178.5,475,351.5,462,2219.5,545,20486,409,331,1718,119,16980
UZ039_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,732,524,2172,26323,1682,2283,2206,1085,440,641,642,2735.5,512.5,22239,714,558.5,2635,90,17210
UZ039_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,502,413,1771,19702,1101,1543,1578,764,300,568.5,393.5,1949,414,22320.5,529,430,1761,130,17326
UZ039_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,401,188.5,1680,20717,523,1183,852,471.5,221,288,336,1193,265,17972,223,315.5,3292.5,130.5,17026
UZ039_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,427.5,282.5,1662,10831,691,1377,1353,724.5,265,299,298,1638,340,19875,304,314,2005,103.5,17326
UZ039_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,523.5,294,1982,25169,810.5,1621,1219,495,319.5,362,377,1580,318,18341,364,330,1847,98,17303
UZ039_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,835,344.5,2433.5,23139,1190,1662,1991,599,341,295,386,1947.5,347,22516.5,338,327,1740,115.5,17418
