,TR:IB005:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB005_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,501,5844,39663,1054,2966.25,9204.75,802.5,342.75,414,553.25,4204.25,658.25,22076,433,480.75,1720.5,117.25,15604.3
IB005_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,955,501,5844,39663,1054,2966.25,9204.75,802.5,342.75,414,553.25,4204.25,658.25,22076,433,480.75,1720.5,117.25,15604.3
IB005_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,955,501,5844,39663,1054,2966.25,9204.75,802.5,342.75,414,553.25,4204.25,658.25,22076,433,480.75,1720.5,117.25,15604.3
IB005_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1035,505,5187,43875,642,2910.5,11871,833,394,490.5,573,4413.5,999,20703,522,574,1809,147.5,15665
IB005_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1040,531,4935,43183,588.5,2960,10668,831,507,388,637,3797,655,23357,533,542.5,1661,118,15701
IB005_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1000,455,4523,36628,748,2846,8185,626,423,478,562,2631.5,471,19803,473,465.5,1769,120,15542.5
IB005_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1146.5,506,5045,35808.5,825,2720.5,8978,644,387,439,506,3360,551,23772,529.5,471,1594,123,15735
IB005_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1027,500,4916,34758,959,2965,6967,719,314,381,523,3345,501,23022.5,461,431,1472,132,15304.5
IB005_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1376.5,536,8288.5,40482,1021,2913,8777.5,643,1791,406,1510,4039,666,23657,431.5,625.5,1850.5,96,15743
IB005_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1146,593,6764,36028,1065,3218.5,8852,665,445.5,402.5,669,4217,633.5,24811,445,490,1758,126,15671
