,TR:UZ012:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ012_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853.75,622,11649.5,27465,2026,2026,2947.75,517,313.5,421.25,783.25,3108.5,548.5,21230.3,513.25,427.25,5572.25,108,17008.3
UZ012_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3853.75,622,11649.5,27465,2026,2026,2947.75,517,313.5,421.25,783.25,3108.5,548.5,21230.3,513.25,427.25,5572.25,108,17008.3
UZ012_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3853.75,622,11649.5,27465,2026,2026,2947.75,517,313.5,421.25,783.25,3108.5,548.5,21230.3,513.25,427.25,5572.25,108,17008.3
UZ012_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4286.5,642.5,13402,24154,2174,2674.5,3474,571,381.5,492.5,651,3720,1138.5,27453,583,451,5980,107.5,17118
UZ012_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3528,475,11357.5,23093,1874,2097,2579,494.5,336,377,615,2655,526,26138,550.5,357.5,5245,127,17210
UZ012_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4750,613,13194,25792,1614.5,2399.5,2812.5,493.5,362,456,718,2046,432,25504,380.5,441.5,6466,100,16724.5
UZ012_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3906,436,11461,21917,1889,2270,2688,557,279.5,386,664,2957.5,672,30291,498,310,3983,110,17267.5
UZ012_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4738,449,15866.5,25400,1685,2688,2269,505,352,480,887,2912,660.5,28514.5,528,367.5,5529,116,17084
UZ012_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2969.5,433,10072,22274.5,1712.5,2125,2385,510,644,421,911,2189,417.5,23693,536,578.5,3707,104,17233
UZ012_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2966.5,NaN,16061.5,26911.5,1899,2382,3832,510,549,418,719.5,2521,500,23970,566,500,6439,93,17118
UZ012_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23219.5,941,18087,28122,1614,1879.5,11780.5,583,760,449,1127.5,2300,557,24800,721,494,4259,93,16726
UZ012_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5555,649.5,13264.5,29207,2320,2048,4204.5,683.5,526.5,324,1178,3118.5,677,23831,605.5,490,5009,113,17072
UZ012_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9717,NaN,13148,24339,1610,1551.5,3594,442,401,429.5,779,2055.5,340,20855,483,322,4480,68,17210
UZ012_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6432,NaN,22032,31721,1805,1704.5,2853,468,NaN,525,NaN,2970,561,NaN,537,NaN,3698,120,16772
UZ012_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4988,433,12584,22839,3382,3846,2663,622.5,313,355,587,4397.5,1105.5,26645.5,563,408,3972,125,17349
UZ012_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4098,431.5,11367.5,31375,2500,2171,3764.5,648,360,412,676,2669,501,23301,503,505,3687,101,17072
UZ012_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15731,407.5,7788,21858.5,2343,1355,15485,463.5,304,437.5,648,1623,355,25215.5,448,358.5,4102,125,17256
UZ012_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5727.5,628,14857,25654,2405,2545,3311,504,817,587,1340,3609,848.5,25216,492.5,434.5,5074,89,16852.5
UZ012_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3865.5,352,10800.5,22378,2030,2187,2468,528.5,298,335,581,2822.5,505,21640,513.5,315,3931,84,17026
UZ012_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5688,419,12499.5,24777,2315,1721.5,2660,424,261,353,610.5,2489,426,20948,458.5,475,3444,103,17141
UZ012_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4559,514,12411,38758,2358.5,2028.5,4861,1900,297.5,506,632.5,4038.5,914,26876.5,509.5,446,3193,109,17395
UZ012_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3319.5,441.5,12775,22989.5,1891.5,1981,2221,563,305,411,584.5,2114.5,474,23439,541,313,3558.5,81,17221.5
UZ012_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4210,412,12076,22586,1998,2008,3070,595,322,387.5,561,2237,487,26011.5,449,348,2874,99.5,17256
UZ012_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5411,731,9082,19102,3239.5,1994,5960.5,912,315,414,704,8535,2292,19367.5,489,445.5,5348,125,17187
UZ012_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3047,517,9055.5,21317,2513,1612.5,3454,662,229,358,589,4447,854.5,18802,444,421,3940,71,17244.5
UZ012_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1678,454,10568,28584,1766,1838,1873,793,285,411,620,2983,364,16610,367.5,406,8226,91,16937
UZ012_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3739.5,NaN,12744,27199.5,1404,1228,1819,468,388,364,901.5,2117,415.5,15214.5,449,458,7736,113,16887
UZ012_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3377,410,11524,25169,2419,1954,2429.5,846,344,378.5,629.5,4557,896,24293,553,413.5,4738,92,17625
UZ012_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3175,383,11041,22147,2498,1879,3102.5,777,1864,331,1736,4336.5,864,20740,551.5,553,3941,116,17141
UZ012_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2699.5,452.5,13338,26611.5,2531.5,2613,4088.5,1029,1811,416.5,715.5,4955.5,948,29483,551,447.5,6233,114,17441
UZ012_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,53453,692,16217,23947,1156,1363,18467.5,725,400,343,913,1797,411,24546,516.5,518,5523.5,143,16495
UZ012_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2764,461,10326,21201,2260,1732,2838,765,311,497,612,4744,951,18825,470,309.5,4489,120,17291
UZ012_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4997,416.5,9134.5,24869,1708,1787,4341.5,990.5,274,486,683,2724,389,20994,530,373,8728,91,16864
