,TR:IB029:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB029_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3732.25,792,7740.25,33186,2830,4686.75,13703.5,956.5,445.75,460.25,868.75,3867,837,36127.5,641,494.25,2073,102.5,16768.8
IB029_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3732.25,792,7740.25,33186,2830,4686.75,13703.5,956.5,445.75,460.25,868.75,3867,837,36127.5,641,494.25,2073,102.5,16768.8
IB029_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3732.25,792,7740.25,33186,2830,4686.75,13703.5,956.5,445.75,460.25,868.75,3867,837,36127.5,641,494.25,2073,102.5,16768.8
IB029_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5041,873.5,8467.5,33532.5,5092,5358.5,13356.5,893,513,529,859,7860,3004,36531.5,863,507,2584,117,16310
IB029_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6020,824.5,9025.5,37154.5,4010,4401,12680,999,511,502,998,4882,847,34236,809,563,2576.5,116.5,16462
IB029_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4356,859.5,8648,31444,3255,4237.5,12639,1028,454,495,1004,3023.5,632,37650,744.5,633.5,3285,83.5,16703
IB029_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4653,798,8121,32517.5,3398.5,4182,12670.5,935.5,455,452.5,798.5,3948,808,37327,858,497.5,2398,106.5,16657
IB029_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4819,960,9833,35308.5,3947,4654.5,13425,940,543.5,447,1004,4479,1089,38423,971,654.5,2393,91,16657
IB029_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4788,709,8273.5,35459,3807,4028,10992,844,1524,452,1602,4417,734,31536.5,794,707,2503.5,100.5,16783.5
IB029_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2404.5,864.5,10453,33959,3514,4425,13325,903,481,429,1008,3807,928.5,38988,797,625.5,2525,112,16488
IB029_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9531,886,9669,32229,2382.5,3396,15950,977,540,431,1142,2839,505.5,37581,739.5,581,2265.5,85.5,16610
IB029_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3490.5,841.5,7031.5,28930,3972,5373.5,14717,1770,455,478,801,4821.5,1252,39749.5,681,518,2295.5,75.5,16472
IB029_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10323.5,824.5,9071,38435,2847,3673,12333,1007,450,499,993.5,3600,534.5,37743,818,613,3079.5,112,16749
IB029_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5705,879,21489.5,36035,4010.5,5422,13566,1000,704,429,3406,5112,1122,36923.5,793,628,2679,102.5,16726
