,TR:UZ031:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ031_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055.5,729.75,2523.5,20584.3,1649.5,1850,14495.5,511,567.75,381,582.5,1873.75,563,29212.5,322.5,357.25,1065.5,105,17515.8
UZ031_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1055.5,729.75,2523.5,20584.3,1649.5,1850,14495.5,511,567.75,381,582.5,1873.75,563,29212.5,322.5,357.25,1065.5,105,17515.8
UZ031_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1055.5,729.75,2523.5,20584.3,1649.5,1850,14495.5,511,567.75,381,582.5,1873.75,563,29212.5,322.5,357.25,1065.5,105,17515.8
UZ031_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1681,793,2555,19263,2095,2230,15432,568,700,430,567,2851,1329,32137,308,334.5,1151,97,17764
UZ031_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1383,773,2264,17602,1719,1944,15077,548,660.5,377,572,1962,593.5,32978.5,324.5,314,1074,93,17741
UZ031_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2086,793,3105,26069,2306,2567,15300,574,596.5,391.5,621,2285.5,621,32563.5,345,401,1395.5,108,17487
UZ031_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1815,797,2735.5,21247,1800,1901,15489,538,603,352,600,2178,655,33094,365,398,1180,94.5,17810
UZ031_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1887.5,835,2430,17649,1753,1906,15063,565,607,353,609.5,2022,735,31109.5,257,385,1118.5,87.5,17441
UZ031_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1504,819,2574,17303,1749,1868,15164,439.5,1289,356.5,1249.5,1734,517,30060,337,432,1092,91,17695
UZ031_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1467,783.5,2272,18617.5,1737,1793,14955,497,555,417,537.5,1828.5,534.5,30141,363.5,345,941.5,115,17395
UZ031_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2395,790,3416,23462,1407,1636,16270,659.5,594,412.5,632,1604,451,32517,294.5,397,1176,111,17579
UZ031_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1175,789,2127.5,17164,1666,1770,15216,994,576.5,435.5,595,1919,566.5,30025.5,415,300.5,980,102,17821.5
UZ031_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2250.5,832,2152.5,19702,1711,1645,15019.5,533,571.5,348,503.5,1652,436,33867,336,234,1147.5,114,17533
UZ031_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1888,797,12437,25492,2315.5,2394.5,14910,571,714,402.5,3154,2724.5,671,33567,391,429,1354.5,109.5,17326
UZ031_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1311,737.5,2412,19448,2757,2847,14952,563,580,331.5,618,2211,610.5,33336.5,341,344,1129,111,17441
UZ031_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1515.5,723.5,2267.5,20140,2090,2255.5,15668,1455,591,380,580,2162,578.5,34513,341,272,1217,112,17741
UZ031_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4423,717,973,10095,2780.5,1188,22758.5,475.5,673,329.5,633.5,1315.5,590.5,26623,254,258,978.5,125,17395
UZ031_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1197,777,2276,19033,1729,1960.5,14878.5,661,520.5,341,591.5,1790,506,27707,365,368,1095.5,92,17810
UZ031_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1189,782,2012,16795,1750,1912,14927,561.5,611,396.5,585,1814,578,30499,412,427,1010,111,17741
UZ031_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1415,717,2319.5,20428.5,1830,2040,14777,604,573,416.5,624,2059,567,32448,370,303,1096.5,96,17521.5
UZ031_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1331.5,788,2136,21940,2227,2164,17187,5310,584.5,465,586.5,3608,944,32875,384,294,1068,97,17925
UZ031_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1416,718,2202,18225,1960,1865,14489,557,605,332,601,1868,597,32782.5,381.5,306.5,1066.5,97,17464
UZ031_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1282,707,2364,19379,1811,1959,14548,503,612,331,533,1851,544,34039.5,280,371.5,1129,97.5,17487
UZ031_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,883,788,2733,18479,2051,2170,14784,841,642,450,578.5,3392,1564,34028,363,411.5,1162,110,17706.5
UZ031_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,828,739,2429.5,18064,1958.5,2085.5,15369,1013.5,580,370,521,3340.5,1089.5,33324.5,340,364.5,1077.5,104,17602
UZ031_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,875,698.5,2256,19194,1581.5,1703,14543,598,475,341.5,542,1741,436,30556,333,327,1140,92,17326
UZ031_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1193,702.5,2112,18987,1423,1580,14298,520,514,407,560,1700,408,32759,370,301.5,923,111,17464
UZ031_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1022,732,2210,16018,1672,1595,14048,567,502,395,507,1867,625,30371.5,284,321,929,113,17567.5
UZ031_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,951.5,685,3303.5,19159.5,1782,1834.5,14095,521,2411.5,419.5,2594,1869,560,29564.5,415,1001,1021,122,17383.5
UZ031_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1034,682,2217,17649,1918,1487.5,14579.5,526,1098,359,565.5,1816,583,28376,292,339.5,931,120.5,17418
UZ031_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1009.5,755,2438,18295,1191,1345,14729,511.5,535.5,369,572.5,1250,410,25815,311,391,928.5,94,17498.5
UZ031_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,835,755,1948,14059.5,1699,1522.5,14426,546,517,352,482,1823,556,27084,301,311,887.5,94,17613.5
UZ031_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1075,628,2275,20924,1514.5,1550,14111,583,514,387.5,558,1582,457.5,31537,337.5,323.5,930,109,17349
UZ031_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,892,673,8299,19067.5,1800,1586.5,14213,503,666,363.5,2145,2010,569,29310.5,349,350,944,90,17164
UZ031_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,866,688.5,2321,18536.5,2627,2636,14296,758,559,374,559.5,2379,705.5,31548.5,302,296.5,1046,114,17498.5
UZ031_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1450.5,938,2867,20705.5,3157,2872,18525,1686,522.5,413.5,662,7691,4389,30487,406,435.5,1133,117,17303
UZ031_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3174,827.5,1129,8720.5,4654,1599,32529,1361.5,588,606.5,777,4174,4610,20359.5,498,386,1045.5,119.5,16956
UZ031_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,863,927,2038,13405,2194,2039,16864,1039.5,531,407,627,4528,2178,28538,340.5,279,936,94.5,17556
UZ031_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,692,846,2212,15267,2594,2401,16290.5,1169.5,574,403.5,571.5,4873,2340,30129,379,299,1061,101.5,17533
UZ031_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,761,705,2723,20371,2286.5,2056.5,15806,869,461.5,430,661,3834,1255,31640.5,407,380,1191,103,17233
UZ031_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,761,801,2067,9858.5,2340.5,1780,15792,1016.5,441,328.5,554,3530,1203.5,29276,323,329,979,109,17279
UZ031_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,628.5,684,2253,21155,1413,1393.5,13293.5,494,430,355,603.5,1532.5,469,24120,349.5,358,978,107,17279
UZ031_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,779,656.5,1707,16583,1832,1290,14130.5,611,470,407,543,1802,610.5,19771,295,373,827,92.5,17326
