,TR:KI032:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI032_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934.5,542.25,4366,31433,2684,3357,7057.75,1697.5,384.25,414.25,762,3175.5,768,27067,433.5,563.25,2148.5,118,16495
KI032_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1934.5,542.25,4366,31433,2684,3357,7057.75,1697.5,384.25,414.25,762,3175.5,768,27067,433.5,563.25,2148.5,118,16495
KI032_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1934.5,542.25,4366,31433,2684,3357,7057.75,1697.5,384.25,414.25,762,3175.5,768,27067,433.5,563.25,2148.5,118,16495
KI032_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1964,455,4550,29483,2477,2218,5293,1111,504,960,403,2282,661,21870,497,581,1846,109.5,16156
KI032_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2527,508.5,5116,33082,2778,3122,4980,918.5,424,352,752,2373.5,592,18629,427,636,2170.5,106,16448.5
KI032_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2317,560,4773,31929,2387,2866,4776,831.5,340,307,837,1964,436.5,22343.5,448,659,2442,131,16657
KI032_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2847.5,585,4954,32044,2261,3073,5312.5,855,373.5,324.5,630,2253.5,537,26011.5,466,548,2080,126,16564
KI032_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2096,521,5092.5,32032.5,2475,2891,4565,839,354,368,572,2232,538,23324,449.5,481,2090,126.5,16108
KI032_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2057,546,5548,32829,2473,3217,5033,819,1390,369,1496,2310.5,552.5,23681.5,459,819,2146,118.5,16520
KI032_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2084,539,4892,31675,2205,2912.5,4987,891,397,260,771,2172,608.5,25100,476,693,2213,108,16680
KI032_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6277,608.5,5571,32171.5,1887.5,3392,8465,904.5,359,378,772,2818,534,29391,389,643,2005,113,16587
KI032_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2481.5,512,6378,46371,2957.5,3321,8216,3617.5,332,568,776,2941.5,576,21882,567,791,2488,140.5,16253
KI032_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2649.5,654,5978,39404,2303,3074,5352,1177,376,400,827,1989,436.5,25331,418.5,578,2839,82.5,16587
KI032_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2321,512,13422,33682,2556,3012,4769,1009.5,516.5,517.5,3142,2514.5,640,24823,321,846,2203.5,138.5,16208.5
KI032_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2327.5,497,5979,39450,4641,6324,4508,946.5,308,383,910.5,3851.5,797.5,24996.5,543,615.5,3257,123.5,17049
KI032_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1933,540,4644,42033.5,6029,5601,9612,4920,430,377,1212,4401,1374,23035.5,371,694.5,2190,130,16442.5
KI032_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3018,473,1182,17072,3141,1741,11763,820.5,450,428,645,1268,448.5,13709,239.5,216,2463,113,16497
KI032_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1982,460,4098,29322,3471,4045,5046.5,1077,316.5,460.5,779,2540,859,24339,398,556,1993.5,108,16772
KI032_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022,871,4248,31040.5,4541,4632,5129.5,1072,561,848,1209,3039,874.5,24731,938,701,2479.5,113,16495
KI032_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1917,623,3872.5,29356.5,2315.5,3132,4287,858,412.5,503,1180,2003.5,491,24685,438,710,2083.5,125,16334
KI032_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1943,704,4219,45321,4512,4620,15408,10566,404.5,616,1079.5,6413.5,1396.5,31537,525,785.5,2338.5,157,16317
KI032_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1693,NaN,3948,29230,2062.5,2389,4320,1209,392,699.5,NaN,1809,521.5,21686,518,NaN,1701,125,16195
KI032_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1469.5,335,3262,26600,2172.5,1787,4378,1094.5,296.5,311,707,1776,398.5,14704,734,658,1233.5,109,16085
