,TR:CH044:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH044_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649.5,533.25,7686.5,31539,1017.75,3296,3697,842,441,490,597.25,3619.75,517,25226.5,709,489.5,6961,111.5,15922
CH044_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1649.5,533.25,7686.5,31539,1017.75,3296,3697,842,441,490,597.25,3619.75,517,25226.5,709,489.5,6961,111.5,15922
CH044_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1649.5,533.25,7686.5,31539,1017.75,3296,3697,842,441,490,597.25,3619.75,517,25226.5,709,489.5,6961,111.5,15922
CH044_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2916,617,8828.5,37528,1800,5319,7164,1063,461.5,545,684,10132,3387,26957,874,477.5,9213,116,15986
CH044_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2130,521.5,7070.5,38509,1082,3134,4078.5,966,439,508.5,598,3525,546.5,24453.5,646,513.5,8618,96,16125.5
CH044_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2118,484,6897,36097,961,2916,3733.5,872.5,372,359,629,2838,375,22099,587,392,9252,131.5,16095
CH044_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2383,568,7248,38174,1071,3131,4540,1041,437,429,666,3820.5,575,21903,818,469.5,7724,92.5,16029
CH044_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2770,593,5883,27673,1191,3238,3468,976,463,532,575,4051,631,24499.5,1000,518,5528.5,99,15860.5
CH044_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2016,543,7865,29750,1190,3148,4313.5,674,5784,437.5,2979,3813,638,24845.5,646,910,5932,147,16138.5
CH044_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2178,607,7977,32012,1091.5,3242,4808,715.5,550.5,387,657,3310,501,25642,735,555.5,7120,84.5,15897.5
CH044_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3506,667,7691,44532.5,943.5,2704,7482,898,476.5,489,576,3386,561.5,24234,800,518,6694,88.5,16248
CH044_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2277,583,7805,41544,1510,4028,7580,2933,527,627,647.5,6667.5,1109,27188,1023,565,7401.5,103,16169.5
CH044_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2347.5,624,9453,38013,1124,3219,5464,1797,560,490,1867.5,4547.5,614.5,29796,742.5,462,7038,152,16092.5
CH044_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2122,497.5,24891.5,34805,1223,3842,4287,837,1381.5,459,6619.5,5010,827,25203,643,479,7620,94,15929
CH044_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1739.5,523,6823,29773,2289,6004,3612,916,439.5,459,624,4381,688,22688,720.5,456,4823.5,108,15829
CH044_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1776.5,518,5352,34089,1428,3917,6231,2157,391.5,549,547.5,4017.5,552,21649,496,197,4547.5,92,15796
CH044_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3650,534,1658.5,27788,1601.5,1859,14795,776.5,538,376,498,1988,508,21661,378.5,343.5,4006,105,15811
