,TR:KI029:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI029_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446.5,514.75,8908.75,31807.8,2751.75,4668.75,4298.5,1373.25,389.25,458,1172.25,4772.75,1004.25,37904,592,503,5151.75,95,17291
KI029_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3446.5,514.75,8908.75,31807.8,2751.75,4668.75,4298.5,1373.25,389.25,458,1172.25,4772.75,1004.25,37904,592,503,5151.75,95,17291
KI029_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3446.5,514.75,8908.75,31807.8,2751.75,4668.75,4298.5,1373.25,389.25,458,1172.25,4772.75,1004.25,37904,592,503,5151.75,95,17291
KI029_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7055,606,10668,28872.5,2947,4847,4449,937,431.5,548,1171,5220,1989,41514.5,623,497.5,4313,110,17337.5
KI029_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4306,567,9096.5,28976,2413,4179,3060,937,406,464,1105,3448.5,780,37304,585,581.5,4304.5,131,17395
KI029_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4244,524,9401,30164,2607,3896,2923,955.5,385,404,1241,2793,620,35124,516,586,4831,117.5,17302.5
KI029_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6389,547,10081,29806.5,2466,4081,3708,1029,400,449,1132,4014,792,42449,611,600.5,4283.5,112,17233
KI029_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7160,514,9510,28261,2714,4521,2956,893,387,402,1133,4175.5,1027.5,38446,570,579,3620.5,101,17233
KI029_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5370.5,507.5,10156,29576,2846.5,4524,3540,930,1957,432.5,2360.5,4229,1065.5,39450,668,907,4456,104,17256
KI029_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4708,509,9057,30614,2668,4000,3286.5,925,439,464,1276.5,3713,801,37581,619,591,4152,102.5,17464
KI029_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11028,543,10673,32137,2147,4085,7081,1068.5,371,447,987,2695.5,664.5,37754,632,540.5,4203,92.5,17649
KI029_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3837.5,533.5,9221,32160,2847,4286,5845,2267.5,534.5,494,1113,4255.5,1004,38100.5,613,536.5,3952,97,17372
KI029_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4454,543.5,8942,30637,2088,3813,3665,952,352.5,461,1036,2331.5,568,39300,578.5,501,4381,113,17279
KI029_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3714,475,26277,30129,2642,4422,3376.5,979,707,453,4409,5056,1231,36312,490,602.5,4022.5,102,17210
KI029_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4810,511.5,9225,31260,4828.5,7540,3897.5,990,369,461.5,1459.5,5862,1427.5,38077,594,550.5,4141,83,17533
KI029_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4938,656,9647,36681,4866,6692,8505,4236.5,373,447.5,1229,5845,1638.5,44871,673,600,4926,134.5,17441
KI029_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5500.5,436,2276,17303,3973.5,2626,10143,867.5,464,460.5,1016,2222.5,612,33682,534,497.5,6238,110,17049
KI029_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3008,486,8881,29287.5,3274,5179,3368,955,372,416,873,3440,733,36531.5,523.5,498,3598,88.5,17510
KI029_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5022,511,8490,30210.5,4105.5,5884,3983.5,976,366.5,441,1196,5326,1325.5,36797,555,512,3997.5,103,17210
KI029_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3998,541,9102,28918.5,2440,4566,3152.5,893.5,339,398,1074.5,3565,826,38688.5,489,473,3943.5,86,17026
KI029_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4302.5,543,8093,36831.5,3642,5114,10182,6056.5,366,519.5,1349,6428,1364,38158,554.5,497,3909,113,17221.5
KI029_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4036.5,531,10087,32944,2140,4599,3079.5,930,386.5,399,1417,4074,776,38619,603,550,5130,88,17395
KI029_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4792,414,9524,34432,2643,4795,2751,920.5,349,373,1349,4640,752,34305,558,517,5110,104,17164
KI029_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3976.5,688,9113,28099,4389.5,6139,6239.5,1788,403.5,582,1045,9106,4220,43579,645.5,535,4156.5,85,17233
KI029_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2607,513,7816.5,27926.5,3469.5,5372,5660.5,2038,340,462,989,5991.5,1330,39634,559,465.5,4208.5,123,17464
KI029_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2932.5,465,7548,29264.5,3021,4592.5,4403,1713,347,471.5,1213.5,4147,735,35678,504.5,488.5,4999.5,117,17303
KI029_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11820.5,530.5,7544,27961,3034,4963,5995,1534,350,430,905,4412,990,37765.5,584.5,467,3478,123.5,17164
KI029_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2590,514,8626,26277,3297,5499.5,4857.5,1947,325,424.5,961,5866,1454,41711,545,446,4459,93,17210
KI029_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3107.5,440.5,11700.5,32436,3659,6132,4935,1800,3545,448.5,4933,6822,1285,39092.5,643,1392,5031,139,17418
KI029_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2926,488,10305,32021,3435,6006.5,5374,1802,1186,432,1246,6315,1207,40349,538,547.5,5551,91,17314.5
KI029_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11748,489,8637,28353,1889.5,4000.5,8366,1462,371,393,980,3243,653,41733.5,614,518,3159.5,120,17072
KI029_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4786,699,9449,26484,3940.5,6510,8686.5,2497,376.5,419,989.5,8569,2672,48286,542,491,4194,91,16968
