,TR:CH056:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH056_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6131,1120,4046.25,30488.5,2584.5,3150,20004.3,729.25,518,363,906.25,2749.5,520.25,24401.5,480.5,361.5,2348.75,109,16876.3
CH056_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6131,1120,4046.25,30488.5,2584.5,3150,20004.3,729.25,518,363,906.25,2749.5,520.25,24401.5,480.5,361.5,2348.75,109,16876.3
CH056_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6131,1120,4046.25,30488.5,2584.5,3150,20004.3,729.25,518,363,906.25,2749.5,520.25,24401.5,480.5,361.5,2348.75,109,16876.3
CH056_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10242.5,1202.5,4176,31215.5,2720,3256.5,21187,642.5,602,472.5,925,2716,536,24949,600,428,3047,108.5,16825
CH056_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10243,1299,4690.5,33512,2776,3438.5,21072,656,569,346,867,2515,484.5,25503.5,503,412,2595,103,16687
CH056_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10183,1133,3710.5,30096,2579,3124,20910,661,515.5,370,897,2183,409,24869,459,364,2366.5,93.5,16906.5
CH056_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11412,1069.5,4294,33097,2558,3075,21511,672,449,371,883.5,2720,456,24765,418,463,2572,93,16652
CH056_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23195,1229,3673.5,23265,2548,2411,25007.5,599,523,382,878,2306.5,481.5,9860,603,376.5,NaN,104,16928
CH056_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9733,877,4037,30627,2517,3061.5,20726,580,1087,284,2211,2861,549,21430,606,406,2396,89.5,17102
CH056_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8585,1135,4040,31320,2251,2867,19975.5,668.5,479.5,294,869,2000,434,21441,413.5,411.5,2331.5,101,16871
CH056_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14176,1295.5,5783,31423.5,2464,3442,23380,913.5,548,346,843.5,2134,419,24326,447,397,2633,87,16852
CH056_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9392,1199,3761,32912,2576,3359,20726,1601,525,392.5,802,2796,477,25826.5,485,467,2538,113,16918.5
CH056_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15691,1195,4228.5,31481,2566.5,3123,22157,690.5,605,485,929,2397,471.5,29184.5,497.5,343,3236,94.5,17033
CH056_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7625,1110,12498.5,29727,2614,3277,19721.5,655,663,405.5,4844,2740,493,22965,475,480,2252,94,16874
CH056_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10994,1002,3612,31515.5,3302,4972.5,20449,570.5,456,397,800,4694,1150,24361,496.5,368,2603.5,91.5,16811
CH056_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8705,1213,3826,31343,2854,3623,20910,945,542,399,891,3666.5,828.5,23945.5,543,442,2305,85,16779
CH056_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13806,915,1340,21811,2963.5,1285,36731.5,749,840.5,NaN,861,1666,373.5,22168.5,391,341,1714.5,124,16582
CH056_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9701,1107,4756,31620,2631.5,3879,19918,756,513,377,884.5,3040,523,24603,472,341.5,2513,108.5,16883
CH056_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7672.5,1156,3988.5,31631.5,2621,3689,19341,652,471,420.5,892,2928,497.5,26103,470,396,3325.5,106,16882.5
CH056_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8652,1084,4230,31515.5,2526.5,3763.5,19756,759,493,361,1028.5,3582,712,26796,556,365.5,3484,89,16717
CH056_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6535,1071,3858.5,41752,2597,3020,21741,3807,487.5,396.5,785,2942,517,25573,528,373,2377,100,16883
CH056_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9036,869.5,3621,32081,2432,3119,18164,513,414,289,780,2702,498.5,23495,460,306.5,2617.5,90.5,16848
CH056_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6264,962.5,3811.5,29369.5,2455,2709,19595,637,483,303,809.5,2376,419,22203,431.5,358,2173.5,90,16848
CH056_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4214,1150,4505,31100.5,2807,3932,20345,1016,585,434,881,5968,1494,27119,528,336.5,3095.5,125,16866
CH056_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3381,1014,4487,30627,2536,3887,20518,1807,520,314,862,4237,644,28481,535,368,2831,119,17056
CH056_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3060,1071,3727,28019,2269,2930,18487,1162,483,304,820,2510.5,447,23588,392,377,2812,99.5,16734
CH056_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4178,1050,3957,32174,2445,2723,19456,749,483.5,284,816.5,2085,387,23183.5,448,385.5,2556.5,87,16906.5
CH056_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8928,1123,3582,29035,2289,2579.5,20126,948,549.5,336,740.5,3059,488,25803,408,394,1764,112,17249
CH056_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3860,1146,4721,30373,2577,2815,18914.5,730.5,2810.5,373,4439,2540.5,394,22722.5,498,574.5,2414,107,16834.5
CH056_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3174,1027,3886,28930.5,2416,2728,18995,1148.5,955.5,310,756,2919,458.5,23391.5,383,339,2151,61,16605
CH056_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22549,1119.5,4724.5,29127,1765,2819,24003,991,566,368,884,1786,393,26196,437.5,292,2465,107,16964
CH056_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3415,827.5,3772,27350,2262,3199,19087,923,410.5,355,744,3917,604,25272.5,468,333,1548,101,16721.5
CH056_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4530.5,1109,3242,28850,2254,2319.5,18914.5,645,476.5,425,779.5,1768.5,359,21476,412,365,2002,150,16567.5
CH056_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3216,1003,14022,31054.5,2575,3657.5,19456,1086,823,384,4909,4094,738,27131,490,432,2934,98,17007.5
CH056_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3959,1087,4111.5,28676.5,2999.5,4172,20726,1949,488.5,321,874,5472,724,27015.5,472,364,1996,121.5,17333
CH056_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8072,1237,4993.5,29565,2827,3148,25099.5,2758,574,456,897,13301,3354,28480.5,465,398,2090.5,127.5,17079
CH056_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10472,305,1186,21788,2809,871,38567,2535,632,247,448.5,8458.5,595,2385.5,272,272.5,353,120,16466
CH056_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4071.5,1228.5,5218,30443,2458,3571,24326,2524,428,424.5,886,9877,1657,29000,419,405.5,2763,126,16772
CH056_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4201.5,1159,3847,26611,2559,3459.5,23103,2222,486,391,764,9048,1631,28527,417,404,2165,103,16617.5
CH056_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3855.5,1010.5,3719,29496,2626,3558.5,20726,1691,523,417,806,4085,589,26230.5,352,248,2307.5,120,16825
CH056_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8562,1198,4312,22168.5,2696,3213.5,22918,2530.5,468.5,408,761,8022,1321,28988,485,321,2237.5,113,16813.5
CH056_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3002.5,1009,3990,30512,2370,2448,19514.5,685,526.5,297,862,2031,431,23357,471.5,306,2062.5,100.5,17073.5
CH056_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3664,954,3817,28227,2051,2418,18579,718.5,435,340,757.5,2291,417,21256.5,386,419.5,2384,111.5,16768
