,TR:CH028:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH028_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3117,874,3308.75,30984.5,1212.5,2159.5,8752,629,341,375,708,1861.5,429,20483.5,359.5,340,2953.5,111.25,15537.5
CH028_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3117,874,3308.75,30984.5,1212.5,2159.5,8752,629,341,375,708,1861.5,429,20483.5,359.5,340,2953.5,111.25,15537.5
CH028_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3117,874,3308.75,30984.5,1212.5,2159.5,8752,629,341,375,708,1861.5,429,20483.5,359.5,340,2953.5,111.25,15537.5
CH028_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3456,936.5,3667,26450,1430,2447,9616.5,689,464,465.5,816,2483,769.5,21211,469,520.5,2962,108,15226
CH028_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3498.5,896,3212,29635,1298,2292,8515.5,610,346,335,676,1764,466,18810,417.5,280,2290.5,147.5,15334
CH028_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3436,810,3128,26392,1173.5,2134,6894,560,311.5,339,578,1276,270,14835,336.5,338,2913.5,68.5,15266
CH028_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3477,889,2490.5,32820,994,1808,11875,634,355,338,583.5,1645,357.5,17841,309.5,340,1941,116,15641
CH028_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25111,905,3132,23703,1148.5,2380.5,16791.5,526,340,357,653,2795,602,22549.5,370,513,2548,106,15363
CH028_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3107,899,3837,26680,1129,2080,8086,585.5,1337,280,2071,1727,397,18925.5,284.5,493,1971,98,15628
CH028_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3952,740.5,2878.5,30443,1040.5,1792.5,10265,586,377,319,591.5,1439,365,15542.5,257.5,389,1583.5,114,15531
CH028_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11282,893.5,3798.5,35474,858,2087,21995,1424,460,335,780.5,1887,452,20945,371,390.5,1977.5,129,15915.5
CH028_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2843.5,936.5,3030.5,34389,1239,2293,13740,1928,443,398,754,2433,535,20518,429.5,419,3004,128.5,15730
CH028_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3697,769.5,2493,35023.5,1001,1779,10387,739.5,339.5,333.5,635.5,1386,340,17148,392.5,350,2608,108,15923
CH028_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6895.5,704.5,26461.5,38497,1249,2867,14606,880,474,322,3669,2123.5,626,17241,450,353.5,7944,109.5,15815
CH028_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3314,784,2585,32497,1596,3427,10936.5,645.5,332,394,700.5,2569,598,18660,314,543,2307,116.5,15834.5
