,TR:KI046:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI046_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,553.75,9513.75,37055,2210,4695.5,7182.75,1060.75,478.75,580.25,629.25,2892.75,614.25,21931.8,794.25,494.5,10315,112,15573
KI046_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5423,553.75,9513.75,37055,2210,4695.5,7182.75,1060.75,478.75,580.25,629.25,2892.75,614.25,21931.8,794.25,494.5,10315,112,15573
KI046_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5423,553.75,9513.75,37055,2210,4695.5,7182.75,1060.75,478.75,580.25,629.25,2892.75,614.25,21931.8,794.25,494.5,10315,112,15573
KI046_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6160,615.5,9845,38162.5,2420.5,5385,8068.5,1126,433,538.5,602,3298,767.5,20437.5,1004.5,624,10112,115,15598
KI046_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6240,709,9654,41983,2394,5047,8311,1209,481,685.5,655.5,3507,813.5,19641,891,525,9858.5,115.5,15654
KI046_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7064.5,641,9841.5,37736,2286.5,4788.5,7267,1066,483.5,742,806,2862,567,20241,863,537.5,11593,87,15756
KI046_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7277,632.5,10070.5,38485.5,2330,4830,7711,1058.5,509.5,540,623,3233.5,643.5,20495,944,562,9849.5,100,15626.5
KI046_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,34008.5,493,9231,34805,2379,5544,14480,1085,546,498.5,674.5,3563.5,849,22711,877,538,10070,90,15530
KI046_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7726.5,591.5,11326,38267,2448.5,5227,7678,1091.5,1936.5,557,1732,3514,711,20299,956,729.5,10406,111,15699
KI046_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8142.5,583.5,9918,44129,2241,4760,9496,1266,532,579,592,3185,675,19791,810.5,513,9885.5,104,15657.5
KI046_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18695,596.5,11492,46448.5,2108.5,5689,24303,1621,442,523,600,3007,513,23345.5,888,563,10669,121.5,15655
KI046_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6798,754.5,10330,43829,2779,5689,13935,3680.5,525.5,724,987.5,4518,1043,23126,1031,482.5,11284,104.5,15652
KI046_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8655,698,9561,42583,2311,4682.5,9001,1308,536,609,695,3003,645,21695,833,511.5,11440.5,118,15668
KI046_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6614,625.5,30904,38208.5,2569,5540,7277,1015,974.5,512.5,4715,4253,1041,21037.5,771,579,10978,83,15614.5
KI046_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7226,622,10180,38336,3768,8724,7820,1043.5,583,566.5,700,4595,1080,23795.5,989,535.5,11070,104,15631.5
KI046_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7780,570,10172.5,42283,2652,5594.5,12537.5,3744,561,671.5,619.5,4120,791,23588,869,469.5,10884.5,120,15721.5
KI046_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,25607.5,545,2072,26992.5,2694.5,3132,32612,943,607.5,500,679.5,2474,613.5,21695,522,496.5,14952,109,15531
KI046_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8005.5,696.5,10275,39362.5,2309.5,5088,8407,1185,511.5,695,619.5,2978,675,24615,899,545,10564,138,15565
KI046_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6091,567,9406,37805,2344,5011,7310,1020,553,552,637,3431,767,22411,800.5,550,11028,92,15538.5
