,TR:CH042:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH042_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334.5,595.5,9835.75,27078.3,1865.75,2818,13451.3,695.5,376.75,345.5,737.5,2841,541.5,24552.3,413.25,320.5,3293.25,94,17198.5
CH042_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2334.5,595.5,9835.75,27078.3,1865.75,2818,13451.3,695.5,376.75,345.5,737.5,2841,541.5,24552.3,413.25,320.5,3293.25,94,17198.5
CH042_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2334.5,595.5,9835.75,27078.3,1865.75,2818,13451.3,695.5,376.75,345.5,737.5,2841,541.5,24552.3,413.25,320.5,3293.25,94,17198.5
CH042_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5411,681,9348.5,26000,2219,3733,15215,767,382,382,638,5275,2954.5,23762,400,320,2640,117,17267.5
CH042_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3427,744.5,10055,26923,1874,3086,14382.5,730,441,376,732,2551.5,575,26807,440,361,3076,118,17267.5
CH042_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1910,322,4238,13506,836,1111,7097,418.5,252,238,462.5,956.5,265,9592,294,299,1049,138.5,16223
CH042_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3361,614,10051,24857.5,1661,2267,13664,699,310.5,340,644,2494,551.5,23001,335.5,372.5,2755,133.5,17233
CH042_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4623,505,9050,25654,1591,2549.5,12896.5,497.5,287,327,518.5,2148,423,18837,339,302,1829,119.5,17083.5
CH042_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3063,488.5,9858,26161,1663,2904,13542,550.5,1124,283,380,2305.5,495,14174,375,285,1459,108,17498.5
CH042_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4641,609,11222,27084,1604.5,2933.5,14541,605.5,428,288,465.5,2680,689,14334.5,374.5,324,2576,89,17141
CH042_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19344.5,644,11199.5,27569,1655,3300,18144.5,849,328.5,291,543.5,3206.5,722.5,21386,335.5,316.5,2451,104.5,17244.5
CH042_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2565,310,6947,26277,1740,2084,13922,1250,344,363,418,2863,466,9365,404,247.5,2587.5,120,17244.5
CH042_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3256.5,497,7950.5,25526.5,1593,2263,13070,591,326.5,368,423,1930.5,373.5,20948,497.5,277,2824,103.5,17418
CH042_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3063,443.5,12514,25562,1776,2438,12583,598,348,310,1021.5,2873.5,621,19713.5,414,299.5,2459,107,16857.5
CH042_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3435,619,8437,26957.5,3245,4523,13310.5,645,303,354,482,3669,746,18225,371.5,292,1039.5,112,17187
CH042_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2925,526.5,7582,36543,2587,3306,15685,2902,374,222,296,3468,569,6049,373,372,1104,99.5,16910
CH042_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6298,514,2497,20417,2300,1499,21766.5,761,473,298,590.5,1604,445,22020.5,347,260,2398,95,17026
CH042_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3331,541,7789.5,26208,1778,2636,13277.5,744.5,328,357,395,2242,501.5,19632.5,411,209,1318,96,17141
CH042_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2782,771.5,10511,26208,2344,3274,14848,730,440,563,506.5,3293,766,22955,870,343,4059,105,17003
CH042_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2798,518.5,6728,24165.5,1809.5,2055.5,12730,492,289,343,439.5,2652,541,20197.5,460,241.5,2192,107.5,16933
