,TR:IB053:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB053_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,708.75,6158.5,32300.5,684.75,2439.25,17098.3,903,408,439.5,1179.5,4193.25,906,24834.3,560.75,403.75,1964.5,122.5,15005.5
IB053_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3049,708.75,6158.5,32300.5,684.75,2439.25,17098.3,903,408,439.5,1179.5,4193.25,906,24834.3,560.75,403.75,1964.5,122.5,15005.5
IB053_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3049,708.75,6158.5,32300.5,684.75,2439.25,17098.3,903,408,439.5,1179.5,4193.25,906,24834.3,560.75,403.75,1964.5,122.5,15005.5
IB053_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5505,956.5,8954,34181,877,3138,23657,1185,687.5,706,1621.5,5923,1809.5,25919,919,585,3067,111.5,15374
IB053_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2359.5,439.5,4137,30477,435,1428,10231,776,343.5,400,1044,2445,593,7662,384,359,602,112,14725.5
IB053_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3161.5,613.5,7737,31689,612,2706.5,15507,907,433.5,465,1496,4002,726,24072,528,443.5,2963,100,15143
IB053_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3532,582,6676,33708.5,520,2309,18429.5,912.5,384.5,549,1217,4017,804,24349,543,429,1991,123,15157
IB053_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3818,553.5,7122,34528,507,2604,19110,864.5,369,439.5,1207,4195.5,826.5,22826,551.5,360,1760,114,14577
IB053_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3206,605,8005,34758,569.5,2694,17472,1007,901.5,533.5,1538.5,4351,935,23945.5,696,553,2202,81,15277
IB053_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3890,654,5396,36120,465,2428,22688,1000,369.5,481,842,3692,715,25411,682,538.5,2014,110.5,15098.5
IB053_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10710,674,12293,35970.5,496.5,2213,24742,875,939,450,2057,2790.5,546,25122.5,683,537.5,2496,110.5,15144
IB053_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3741.5,943,9865,38243.5,881,2992,17933,958,625,564,2110,6012,1204,25757,868.5,508.5,2855,117,15337
IB053_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3241.5,628.5,5532,34539.5,592,2499,14684,1012.5,394,632,1395,4455,849,25076.5,625,423.5,2857,114,15408
IB053_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2687,589,6873.5,34505,585,2438,17656,979,414,520,1259,4511,1030.5,23934,607,541,2194,95,15118
IB053_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3119,630,6434,34412,867,3508,17749,861,350,511,1062,4641,990.5,26115,551,474,2258,107.5,15089
IB053_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3065,649,7563,32081,1079,3350,14824,891.5,426,418,1215.5,4910,1199,26553.5,531,511.5,2165,110,15315.5
IB053_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4608,570,968,14299,563,1068,29161.5,863,406,421,1055,2242,664,19664,351,512,3155,102,14897.5
IB053_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2659,1418.5,7661,33766,1291,3008,16203,1737.5,998,1020.5,1624,4898,1047,22457,2034,705.5,3068.5,121,15016.5
IB053_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3015,1033.5,7901.5,36282,1175,3220,14414,1230,748,747.5,1622,5775.5,1215,24545.5,1237,470.5,2735,120,15461
IB053_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3631,703,6458,33708.5,846,2737,16871,842,438,519.5,1060,4947.5,1118,25919,704,555,2596,111,15135
IB053_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4680,724,6548,34528,971,2933,16168,776,460,580,1231,4979,1080,27119,701,464.5,2525,108.5,15321
IB053_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3415.5,640.5,6090,27119,1017,2776,10021,729.5,371,470,960.5,4235.5,994,26150,484.5,464.5,2250,137.5,15176
IB053_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3467,633,8802,32681,1129.5,3384,16161.5,826,417,405.5,1421.5,4939,1085.5,27396,489,513,2850,129,15329.5
IB053_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2781,917.5,6437.5,37078,775.5,2956,18718,883,495.5,545.5,961,6499,1863,26207.5,799,466,2869.5,96,15583
IB053_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1834.5,687,2895.5,34816.5,445,1860.5,21672,1333,323,712,619,3403,683,19664,796.5,516,1906,134,14900
IB053_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2397,592.5,5277,32566,814,2621,12130,781,391.5,475,852,4183,701,26404,623,406,2896,93.5,15458
IB053_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18395,569,6183,35982,618,2916,30246.5,1519,318,541,965,3928,827,25457,653,475,2140,146,15218
IB053_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1448,598,5984.5,36420,451,2491,17656,1041,388,573,1067,4057,888,24891.5,561,449,1929,140.5,14443.5
IB053_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2235,676.5,8872,29473,1074,2919,10112,658,1247,370,1734,4627,1031.5,28411,489,544,2393.5,86.5,14948
IB053_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2646,622,7104,30766,981,2663,11887.5,663,496,397,1080.5,4301,825,27834,507,448,1983,114.5,15053.5
IB053_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2566,618,4140,24465,543.5,1848,18256,669,333,384,603,2456,487.5,26865,501,396,2252,107,14907
IB053_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3227,586,4664,28919,705,2000,14759,834,362,374,539,4043,816,25953.5,545,383.5,2373,128.5,15590.5
IB053_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5566,679,4018.5,30189,650,1857,16386.5,821,359.5,350.5,429.5,4100,824,26796,637,386,2185,79,15530
IB053_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4374.5,652,4866,28688,624,1675.5,16135.5,831,303,376,636.5,4343,900,26750,563,380.5,2004,110,15446.5
IB053_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2077,511,3615,35993.5,492,2673.5,19872,936,332.5,451.5,519,3780,820,26427,631,428,1829.5,115.5,14977
IB053_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2254,628,4460,26138.5,1312,2929,14770,830,331.5,309,511,5610,1410,31481,555,463.5,2139,97,15085
IB053_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4282.5,568,1097,19503,1581,1455,28804,717,376,310,811,3101,743.5,24234,383,440,3718,110,15147
IB053_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1582,672,8005,31804,895,3143,18279,1112,541,450,1254,4949,1145,27488,619.5,564.5,2238,109,15161.5
IB053_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2309.5,866,4377,37297,684.5,2515.5,23519,1105,462,721,707,4395.5,1027,28758,1076,488,2084,93,14938
