,TR:UZ022:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ022_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760.5,515.75,2702,27834,1655.5,2035,7370.25,556,362,405.25,768.75,2235.5,466,22135.8,463.75,419.25,1408.5,105.75,16783.5
UZ022_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2760.5,515.75,2702,27834,1655.5,2035,7370.25,556,362,405.25,768.75,2235.5,466,22135.8,463.75,419.25,1408.5,105.75,16783.5
UZ022_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2760.5,515.75,2702,27834,1655.5,2035,7370.25,556,362,405.25,768.75,2235.5,466,22135.8,463.75,419.25,1408.5,105.75,16783.5
UZ022_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4740,582,2940,27938,2016,2211.5,8371,673.5,432,362.5,696,2525,681.5,23970,458.5,353,1510.5,116,16933
UZ022_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4123,520.5,2557.5,28341.5,2028,2174,7819,619.5,338,441.5,689,2493,487,22632,538,424,1331,84,16841
UZ022_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7194,536.5,3136,32471,1976,2773,9177.5,595,343,386,870.5,2342.5,404,25446,480,343,2226.5,106,16518
UZ022_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4450,503,2587,27326.5,1659.5,1914,7742,662,333,441,723,2026,430,22216.5,418.5,399,1330,92,17003
UZ022_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11807,608,4484,29853,1915,2203.5,14684,532,456.5,406,899,2703,557,22320,550,451,1856,124,16818
UZ022_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2943.5,502,1862.5,24339,1571,1569.5,7068,906,686,519,1125.5,1527,473.5,14738,436.5,480,923.5,103,16933
UZ022_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4998,586.5,4133,36243,1744,2271,8782,493,391,496,888,2474,521,21870,557,430,1944,96,16795
