,TR:CH061:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH061_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2084.5,376.5,5759.5,27476,1537,3590.75,2269.5,795.5,342.75,429,597.75,1904.5,401.75,28053,542,411,8016.75,110.5,17279.5
CH061_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2084.5,376.5,5759.5,27476,1537,3590.75,2269.5,795.5,342.75,429,597.75,1904.5,401.75,28053,542,411,8016.75,110.5,17279.5
CH061_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2084.5,376.5,5759.5,27476,1537,3590.75,2269.5,795.5,342.75,429,597.75,1904.5,401.75,28053,542,411,8016.75,110.5,17279.5
CH061_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5096,881,7760.5,30983,3018.5,4591,4213.5,1318,797,1311,1128,3261,716,33013,1397.5,711,14593,95,17637
CH061_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4091,563,7039,31098,1767,4145.5,2970,948,370,541,740,2545,439,30868,670,529.5,8507.5,101,17649
CH061_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2740,443,7593,31583,1607.5,4061.5,2408,706,306,550,771,1652,377,26853.5,621,440.5,8467,105,17395
CH061_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2999,466,6537,30071.5,1539,3530,2553,778.5,299.5,417.5,734,2092,415,26946,499,503,7599,104,17418
CH061_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6612,415,6107,27892,1557.5,3730,3499,775,279.5,438,643,2018,385,28122.5,595.5,488,7963,108,17510
CH061_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2804,512.5,8326.5,30822,1875,4308.5,2889.5,1021,1324,996.5,2557,2177,436.5,29853,1032,656,8390,109.5,17752.5
CH061_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3661,387,7371,30868,1536,3920,3024,789.5,353.5,373.5,731,1976,422,29610.5,569,473,7338.5,123.5,17349
CH061_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11229,485.5,8044.5,29114,1596,4224,7382,1292,396.5,447.5,947.5,2205,427,28238,786.5,622.5,7756,124.5,17487
CH061_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4092,519,6141,30499,2000.5,4297,3622,1698.5,414,718,786,3025,541.5,31168,949,460,9253,118,17360.5
CH061_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4845.5,448,5831.5,27315,1453.5,3631,2758.5,767,289,472,654,1833,353,26184,528,430,8170,101,17613.5
CH061_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3509,370,19287,30164,1910,4624,2643.5,778.5,522,418.5,5032.5,3297,655,32390,532,465,9897.5,126,17233
CH061_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3049,371.5,5595.5,27061,2207.5,5997,2555,677,289.5,445.5,620,3276,608,27061,507,411.5,8033,102,17372
CH061_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3180.5,421,6695,32113,1647.5,4271,3170,1436,315.5,494.5,764,2466,473,27811,552.5,405.5,8471,126.5,17487
CH061_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8175,399.5,1680,23485,2143,1719,25434.5,898,404,643,723,1263,398.5,28330,532.5,511.5,5448,119.5,17602
CH061_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3563,507,6102.5,26715,1732,3971,2949.5,1104,391,656,753,2450.5,471,29253,882,517,7365.5,113,17810
CH061_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2683,417,5776,25573.5,1571,3873.5,2440,775,312,470,713,2200,478,27546,532.5,440,7346,96.5,17649
CH061_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2890,433,5593,25931,1335,3995,2375,830,295,466,777,2198,430,26969,551,480.5,7436.5,77,17487
CH061_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2762,350,4963.5,35897,1373,3667,4449,3589,230,385,604,2102,399,25954,499,347,7066,104,17291
CH061_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2694,289.5,5391.5,26380.5,1272,3918,2252,657,258,367,630,2296,459.5,26692,477,373,7209.5,107,17372
CH061_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2707,325,5845,27303.5,1385,3921,2361,726,307,424,620,1694,381.5,25815.5,455,430.5,7472,110,17441
CH061_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1853,522,6805,28364.5,2019,4394,2773,950.5,439,643,825.5,4045.5,1077.5,31548.5,830,427,8794,102,17660.5
CH061_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1470,453,6761,27176,1772,4511,3927,1850.5,354.5,415,755,3574.5,578,31756,566,395.5,8279,134,17210
CH061_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1484,415.5,5907,26818.5,1546,3429,1932.5,764.5,306.5,435.5,615,1604.5,398,26623,521,434,8966,130,17418
CH061_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1643,410.5,6279,27638,1280,3335,2048,847,334,441.5,693,1825,399,30337,547.5,365,7985,112,17464
CH061_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1543,444,6205,26461,1242,3518,1619,759,310.5,466,655.5,1727,445,26992,563,393,8403.5,146,16841
CH061_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1518,407.5,7650,28676,1488,3802,2040,721,1923,430.5,4619,2158,446,27464.5,595,450.5,8629.5,109,17372
CH061_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1605,368.5,6047,25723,1364.5,3619,1962,848,574.5,404.5,626,1782,429,28215,465.5,398.5,6443.5,102,17337.5
CH061_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11533,437.5,5000,20809,1237,3122,5580,1623,416,663,685,1517,414.5,30868,792.5,537,6461,111,17233
CH061_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2090,495,6184,24685,1681.5,4459,2728,1343,371,565,693,3036,623,32067,692.5,494.5,9114,130,17498.5
CH061_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1709,468,5315.5,26208,1419.5,3492.5,2076,790,299,517,702,1473,357.5,27822,590.5,436.5,9195.5,119.5,17291
CH061_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1460,432,16418.5,23901,1452,4155,2192,745.5,654.5,403,4627,3459,679,31744,490,435,7999,110,17326
CH061_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1440,441.5,5961,24939,1536.5,5426,1918,788,326,462,703.5,2182.5,484.5,31225,502.5,413,8665,146.5,17256
CH061_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1664,545,6460.5,23035.5,1753,4616,6176,2753,288,441,602.5,10104,2325,36969.5,568,470,8592,127,17452.5
CH061_25_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6124.5,352,1695,23196.5,2087.5,1704,17326,952.5,396,488.5,649,1152,398.5,24442.5,429,298,3510,116,17106.5
CH061_25_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1948,541,5194,24950.5,1789.5,3792.5,3782,1947,451.5,763,781.5,1999,440,29322,976,409,6691,100.5,17418
CH061_25_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1251,369,5962,26738,1334,3685.5,1896,831,330.5,503,705.5,1670,384,27926.5,618.5,414,8229,105,17279
CH061_25_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1051,380,5506.5,25538.5,1140,3385,1939,927,345,470,686.5,1573,354,28491,444,384,7888,110,17291
CH061_25_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1294,432,5385.5,19148,1271,3745,3095,1248.5,297.5,391,548.5,2976.5,408,30775,460.5,450.5,7583,112.5,17418
CH061_25_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1027,397.5,4701.5,24881,1147,2953,1465,643,328,493.5,592,1380.5,345.5,26519,543,289,6313,89,17314.5
CH061_25_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1411,319,5651,24062,1214.5,3008,2161,661,241,393,562,1414,337.5,27499.5,392,301,7656,93.5,17003
