,TR:CH020:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH020_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7429,804,3681,29934.5,1316.75,2336.5,9649,887.5,506,539,839,2090,547.5,17841,637.5,485.5,3740.5,97.5,15170.8
CH020_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7429,804,3681,29934.5,1316.75,2336.5,9649,887.5,506,539,839,2090,547.5,17841,637.5,485.5,3740.5,97.5,15170.8
CH020_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7429,804,3681,29934.5,1316.75,2336.5,9649,887.5,506,539,839,2090,547.5,17841,637.5,485.5,3740.5,97.5,15170.8
CH020_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14867.5,955.5,5104,33443,1574.5,2933,14217,860,553,537.5,976,2409.5,701.5,16435,682.5,442,4669,91,15103
CH020_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8751,925,5792,33512,1667,2566,10052,832,512.5,647,860.5,2269,527.5,16169,675,579,4323,91,15086
CH020_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12435,831.5,5080.5,33651,1540,2873,13451.5,890,513,464,936.5,1910.5,415.5,17379,711,584.5,5004,130.5,15508
CH020_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14196,929,4488,32404,1131,2411,14732,824,473,419,930,1835,473,16399.5,655,560,4047,118.5,15135
CH020_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14757,854.5,4482,32104,1396.5,2603,12728,894.5,485,527,948,1833,528,16594.5,656,403,3819,95.5,15112
CH020_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16090.5,910,5900,33443,1466.5,2761,14779.5,802.5,1172,425,2118,2103,532.5,16226,590,510,4540,95,15067.5
CH020_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8113,838,4772,32658,1359,2508,10940,823,496,460,850.5,2069,469,14555,638,488.5,4011.5,86,15087
