,TR:UZ002:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ002_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9349.5,723.75,5164,29288.5,2040.5,3110.5,13070.3,702.5,378.5,435.75,764.5,5052.75,1058.5,25064.8,600,487,2101,114.5,15425.5
UZ002_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9349.5,723.75,5164,29288.5,2040.5,3110.5,13070.3,702.5,378.5,435.75,764.5,5052.75,1058.5,25064.8,600,487,2101,114.5,15425.5
UZ002_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9349.5,723.75,5164,29288.5,2040.5,3110.5,13070.3,702.5,378.5,435.75,764.5,5052.75,1058.5,25064.8,600,487,2101,114.5,15425.5
UZ002_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12809,399,2929,26981,490,1446,4029.5,607,319,417,568.5,1446,753,9107,414.5,453,734,91,15695
UZ002_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13481,706,6626,33846.5,1306,2933,14922,636.5,395.5,395,720.5,3961.5,683,20541,584,556,2122.5,139,15958
UZ002_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11242,534,5832,33835,777,2420.5,14225,694.5,350,474,840,3246.5,528,21545,560,468,2338,107,16201.5
UZ002_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21222.5,643.5,6869,37136,1102.5,2884.5,18510,657,394,474,849.5,4191,617,23403,657,590,1867,94.5,16179
UZ002_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16495.5,803,6021,32635,1291,2829,17333,652,415,468.5,718.5,3613,756,22641,659,499.5,2120,111.5,15693
UZ002_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15265,727,7737,33997,2058,3026,11015,554,1331,492,2070,3751,652,20264,676.5,649,1869,92,15499
UZ002_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6132.5,416,1265.5,17564,552,830.5,1537,369,407.5,NaN,505.5,809.5,450.5,4049,355,589,621,105,15528.5
UZ002_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11027,780,1754,19526,1197,2220,11804,706,438,662,644,1454,378,15916,549,574,2055,158,15545
UZ002_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5773.5,579,1590,16452,1466,2236,9855,1202,328,467,449.5,2496,609,13616,485,439.5,1842,107,15226
UZ002_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12149,597,4965,27592.5,1396,2406,10099,562,390,459.5,484,2351,487,27165,481,350,2755,97,15394.5
UZ002_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8379,615,11268.5,25642,1972,2519,8485,522.5,402,414,1083,2965,714.5,28099.5,471,435.5,1994,117,15298
UZ002_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6485,524,1500.5,15606,1340,2356,8384,611.5,261,490.5,405.5,1926,480,13878,422,378,1143,93,15555
UZ002_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11234,581.5,4588,30789,2836.5,3789,17102,1443,360,397,570,4159,908.5,26923,555,493,1934,118,15268
UZ002_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,27384.5,522.5,1973,26219,2543.5,1601,37920,612,468.5,318.5,675.5,2596,637,17264,399,333.5,1902,136,15705.5
UZ002_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6112,655,4489.5,27304,2027,3328.5,8574,699.5,400,406,510.5,3030.5,710.5,26219,574,473,2774,116,15542
UZ002_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8162,1387,4283,27742,2980,3870,9058,1002,998.5,1237.5,850,4300.5,855,28088,2205.5,712,4445,89.5,15597
UZ002_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7535,674,4412.5,27650,1899,3220,8030,736,403,420.5,572,3236,796,29184.5,670,484,2509,110,15380
UZ002_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9996.5,675,4501,28481,2189,3683,13188,1762,372,332.5,586,4016.5,964.5,30743,626,551,2606,124,15435
