,TR:UZ033:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ033_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,950,6290.25,33021.8,1118.5,3076.25,8660.5,807.5,427,299.5,910.75,3052.25,655.5,24851.5,345,366.5,1502.75,107.5,15673.3
UZ033_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2008,950,6290.25,33021.8,1118.5,3076.25,8660.5,807.5,427,299.5,910.75,3052.25,655.5,24851.5,345,366.5,1502.75,107.5,15673.3
UZ033_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2008,950,6290.25,33021.8,1118.5,3076.25,8660.5,807.5,427,299.5,910.75,3052.25,655.5,24851.5,345,366.5,1502.75,107.5,15673.3
UZ033_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2711,1155,7208,35843,1449,4399,10508,838,489.5,373,1179,5602,2023,29265.5,373,486,1847,87,15866
UZ033_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2825,1045,7044.5,37401.5,1195,3975,10475.5,864,407,333,1144,4183,771,7536,381,310.5,1769,118,15984
UZ033_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3286,943,8365,37308.5,1233,3475,8802.5,791,439,286.5,1367,3174,527,21464,387,330,3144,85,15502.5
UZ033_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3207,970,7323,35266,1171,3315,9302.5,757,476,209,1137,3856,588,2859,331,346,1492,114.5,15683.5
UZ033_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3584,863,7531.5,35531.5,1441.5,3643,9797,785,428,301.5,972,4270,914,18013.5,350,368.5,1971,118,15611
UZ033_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2860,1068,10528,39975,1334.5,4084,10321.5,835,2463,324.5,3012,4645.5,833,31735,322.5,563,3132,110,15766.5
UZ033_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2891,879,9472,38601.5,1285.5,3759,10012,679,452,260,1337.5,4105,769.5,24788,355,542,2334,83.5,15666
UZ033_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5933.5,1011,6654,38174,681,2381,18372,1454,583,456,871.5,1936,466,27742,394,593,1476,92,16214.5
