,TR:CH063:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH063_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872.75,562,9163.5,52293.8,1131.5,4161,3603.75,1076.5,427.25,497.5,620.5,2696,517,30985,680,446.75,11133,120.75,16028.8
CH063_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1872.75,562,9163.5,52293.8,1131.5,4161,3603.75,1076.5,427.25,497.5,620.5,2696,517,30985,680,446.75,11133,120.75,16028.8
CH063_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1872.75,562,9163.5,52293.8,1131.5,4161,3603.75,1076.5,427.25,497.5,620.5,2696,517,30985,680,446.75,11133,120.75,16028.8
CH063_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2910,737,9823.5,45837,1646.5,5025,4347.5,1029,540,699,700.5,3905,1603,31850.5,745,460.5,11055,105.5,15896.5
CH063_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2829,665,10087.5,53338,1336,4279.5,4101,1087.5,419,500.5,593.5,2587,705,31043,579,439,10211,125,15746
CH063_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3138,574,9370,53869,1214,4117,3435.5,976,388,452,648,2108,374.5,30789,623,528,13469,128,16351.5
CH063_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3076,554,9830,54030,1461,4549.5,4596,917.5,392,423,661,2713,532,32197,703.5,429.5,11337.5,106,15906
CH063_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3534,580,9936,57100,1472,4107.5,4024,949,393,519,738,2653.5,512,29265,623,414,11320.5,93,15809
CH063_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3131,552,12203,57931,1570.5,4721,3577,1040,3068.5,360,3313.5,2905.5,525,28919,513,599,12203.5,66,15999.5
CH063_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3194,550,9959,62570,1317,3931,5300,960.5,454,368,742,2625,469.5,26265,562,425,9832,108,16054
CH063_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9818,667,17448,55542,1192,5851,8996,1579,445.5,635,890.5,3616,777,34758,965,477,13900.5,109.5,16134
CH063_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2383.5,626.5,9830.5,48422,1621.5,4561,5488.5,2938.5,457,665,684,3976,774,34077.5,875,507,11968,97,15809
CH063_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3004,601,10657,32104,1046,3749,3194,977,402,747.5,687.5,2408,496,35901,811,415,12944.5,109.5,15925
CH063_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2686,493,34908.5,34008.5,1755,6046,4575,760.5,1072,500,6387,4640,1352,31862,581,476,14187,123.5,15872.5
