,TR:UZ004:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ004_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515.5,936,2642.5,27788,1926.75,2769,10599,640.75,402,312,1033.5,3321.75,805,16977,388.25,388.75,1464.5,99,15351
UZ004_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1515.5,936,2642.5,27788,1926.75,2769,10599,640.75,402,312,1033.5,3321.75,805,16977,388.25,388.75,1464.5,99,15351
UZ004_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1515.5,936,2642.5,27788,1926.75,2769,10599,640.75,402,312,1033.5,3321.75,805,16977,388.25,388.75,1464.5,99,15351
UZ004_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2254,1125,3153.5,25019,1823,3392.5,11411,536,546.5,339,876,5648.5,2460,22433.5,320,367.5,1206,115.5,14953
UZ004_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1833,816,2418,22226,1618,3006,8785,526,404,289,785,2585.5,603,18464,301,424,1092,104,15324.5
UZ004_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2663,968,4050.5,27581,1837.5,3055,9507,571,452.5,344,1458.5,2822,487,12056,330,455,1537,116.5,15235
UZ004_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1989.5,776,2248,24026,1253,1860,8099,533,437,247,710,2360.5,499.5,7446,287.5,320,674,108,15662
UZ004_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3839,971,6143.5,32820,1931,3310,8445,508,488,328.5,1311,3798,906.5,14881.5,384,425,1590,127,15151
UZ004_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2027,831,3262,22468.5,1495.5,2224,7779,517.5,894,513,1559.5,2867.5,586.5,5454,334.5,312,1020,105,15016
UZ004_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2336,956,3724,31020,1778,2842,8424.5,532,471.5,306,883.5,3021,678.5,15118,375.5,397.5,1223.5,103,15200
UZ004_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1224,815,1715,17090,752.5,1348,5369,533,335,343.5,803,1225,378,5405,267,NaN,890,114,15007
UZ004_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2830,1065,4717,34735,2217,3661,13417.5,1125.5,495,415.5,1246,5198,1124,7321.5,410,618,1466.5,111,15296.5
UZ004_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2257,1040,2858,26680,1539.5,2254,9531,684,571.5,382,837.5,2328,544.5,19456.5,461.5,445,1165,74,15316
