,TR:CH017:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH017_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314.5,673.75,8853.25,22410.8,1820.5,2689.25,15182.8,647.25,457,384,1649.75,3380.5,722,22387.5,478.5,395.75,3341.75,95.75,16778
CH017_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5314.5,673.75,8853.25,22410.8,1820.5,2689.25,15182.8,647.25,457,384,1649.75,3380.5,722,22387.5,478.5,395.75,3341.75,95.75,16778
CH017_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5314.5,673.75,8853.25,22410.8,1820.5,2689.25,15182.8,647.25,457,384,1649.75,3380.5,722,22387.5,478.5,395.75,3341.75,95.75,16778
CH017_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14070,784,7989,21464,2128,2621,16486,689.5,526,387.5,1455,4638,1239,20668,486.5,367.5,2782,123,16141
CH017_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12466.5,789,8174,22757,1977,2731.5,16816.5,789,552,468.5,1581,3257,769,21441,483,429,3380,98,16424
CH017_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9496,791,9414,19895,1973,3116,15064,793,502,394,2305,2726,500.5,22053,486,434,4634,107,16503
CH017_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15717,713.5,7983,21729.5,1740,2422,16744.5,724,473.5,357.5,1603,2701.5,512.5,19780,472,336,3206,120.5,16154
CH017_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15596,724,7396,19572,1813,2422.5,15241.5,720,508.5,461,1854.5,2992,618,20680,521,409,3359,115,16266.5
CH017_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10427.5,741.5,9380.5,21557,1896,2760.5,15476,663,1955,376,4407,3391.5,691,21522,547,572,3955,100,16249
CH017_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8819.5,703,6828.5,20968.5,1686,2371,15497,601,494,458,1599,2814.5,645.5,19514.5,519,486,2957.5,90.5,16479
