,TR:CH007:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH007_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598.25,617.5,5893.5,41844,897.75,2976,11757.8,1292.5,422,559,641.75,4133.25,814.75,22930,800,486.5,4724.75,113.75,16073
CH007_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1598.25,617.5,5893.5,41844,897.75,2976,11757.8,1292.5,422,559,641.75,4133.25,814.75,22930,800,486.5,4724.75,113.75,16073
CH007_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1598.25,617.5,5893.5,41844,897.75,2976,11757.8,1292.5,422,559,641.75,4133.25,814.75,22930,800,486.5,4724.75,113.75,16073
CH007_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4976,752.5,7290.5,42421,1168,2940,9915,842,460,492,689.5,4135,815.5,25042,800,480.5,6417.5,131,16229
CH007_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2419,749.5,6468,43321,853,2933.5,11169.5,1098,464.5,537,753,3996,743,22053,679,440.5,4164,114,16397
CH007_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2099,609,6208,44267,845,2933,10776,1108,446,497,631,3658,628.5,20795,823,428.5,5473,105,16299.5
CH007_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3713,653,8846,43725.5,1258.5,3347,8898,785,450,408,841,4161,860,24915,853,582,6836,103,16409
CH007_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3248,638,8224,43252,1175.5,3087.5,8306,805,452,405.5,798.5,3881,739.5,22803,814,503,5431,137.5,16064
CH007_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2838,611,5755,42560,696,2644,13673,812.5,489,522,938,3473.5,703.5,22353,767,537,5234,118,15998
CH007_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2324,601,8371,44660,835.5,2427,12429.5,906.5,410,533.5,671.5,3645,733,18602,765.5,495,5041,126,16386
