,TR:IB066:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB066_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2346.5,1401.5,5993.25,26299.5,6307.5,6903.5,18492.8,1194,591,394.5,1784.25,6636.5,1289.5,27107.3,477.5,574.25,3985.25,91.5,16760.3
IB066_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2346.5,1401.5,5993.25,26299.5,6307.5,6903.5,18492.8,1194,591,394.5,1784.25,6636.5,1289.5,27107.3,477.5,574.25,3985.25,91.5,16760.3
IB066_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2346.5,1401.5,5993.25,26299.5,6307.5,6903.5,18492.8,1194,591,394.5,1784.25,6636.5,1289.5,27107.3,477.5,574.25,3985.25,91.5,16760.3
IB066_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10113,2417,6562,18856,5589,5422.5,21349,1185,717,362,1851,5519,1614,30304,567.5,569,4266,102,16964
IB066_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4946,1757,5683.5,19803,5422,4805.5,20057,1130,516,424,1645,4785.5,1140,27488,457,615,2792,91.5,16925
IB066_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2791.5,1930,4556.5,13460.5,3476.5,3468,21695,765,706,315,1928,3484.5,658,23564.5,459,539.5,3780,138.5,17148
IB066_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7620,1733,6355,20057,4916.5,5732,19572,1136.5,583.5,344.5,1756,5919,1313,23103,418.5,525.5,3905.5,99,16825
IB066_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6670.5,1931.5,6437,21303,4218,4743,19664,1210,613,360,1916,5068,885,29496.5,455,479,4583.5,101,16848
IB066_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3650,2000,6240,19110,5127,5582,20368,939,816,309,2029,5212.5,1220,28850,544,527,4419,126,16776
IB066_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4129,2006.5,6388,9203,2766.5,2701,19560.5,621.5,614,440.5,1673,3486,649.5,26127,526,690,4488,67.5,16682
IB066_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7007,2134.5,8966,15728,2688,2809,21811,657,1019,410,1603,3620,541,29738.5,527,596.5,3368,115,16901.5
IB066_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1884.5,1611.5,5579.5,26519,7185,6444.5,19133,1386,851.5,559,1773.5,7328,1493.5,26000,658.5,612.5,4269.5,87,16987
IB066_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2077.5,1456,5576,26219,4938,5360,18972,1351.5,650.5,342,1994.5,6361,1202,27673,543,588,4775,107,17264
IB066_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2444,1133,4747,27938.5,6645,6162.5,18326,1400.5,615,318,1905,7758,1661,22641,482,559,3174.5,100,16528
IB066_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1515,1301,5370,26334,8460.5,8149,18141,1279,554,277.5,1945,7736,1427,26773,469.5,438,3845,122,16640
IB066_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1702,1153,5127,26311,7144,6212,17795,1149,632,277,1785,7240,1302,21268,485.5,520,2081,74.5,17033
IB066_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3002,1326,1470,11381,6480,1589,38578.5,731,956,217,1769.5,2607.5,754,NaN,386,NaN,990,141,16918
IB066_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7388,2266,6305,19387,5126,5378,19930,985,794.5,313,1690,5199.5,1708,27488,466,598,4315,121,16733
IB066_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2136.5,1214.5,5916,27327,7367,6472,17818,1339.5,552,387,1421,8426,2199.5,21903,534,466,2589,109.5,16758.5
IB066_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2027,1195,3796,25111,6180,5479,17944.5,1136,603,370,1706,7682,1765,22826,567,696,4097,94,17102
IB066_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3720,763,6228,26911,6396,6998,16461,1308,596,283,1788.5,8600,1937,15367.5,413,522,2070.5,122,16763.5
IB066_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1703,1174.5,5776,27661.5,6057.5,6835,17795,1344,576,394,1868,7278,1218.5,24580,495,530.5,4162,109,17033
IB066_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5654.5,1844,6444,19318,5507,5961,18926,979,597.5,401,1613.5,4644,1011,28677,437,481,4646.5,79.5,16941
IB066_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3054.5,1683,6882,29404,7292,7605.5,18625.5,1382.5,806.5,480,1832,11399.5,3919,32046.5,565,633,5529,82,16912.5
IB066_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3392,1269.5,5938.5,28458,6827,7320.5,18672,1667,636,403,1803,8338.5,2022.5,28435,477,622,4157,89,16773
IB066_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1180.5,956,3837.5,27604,6301,5705,17333,1197.5,489,274.5,1719,6192,892,17898.5,416,541,4963,101,16825
IB066_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20957,1418,8441,28065,5555,6580,19826,2007,569,341,1870,7122.5,1440,31873,403,436,4485,92.5,16694
IB066_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1404,1218,6432.5,29219,6573,7427,18464,1553,626.5,344,1912,8125,1604,25157,418,NaN,4816.5,108,16733
IB066_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1832,1103,6319.5,28942,6434,7062,17146,1304.5,1890,330,2564,7474,1248,26727,470,884,4497,136,16736.5
IB066_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1466.5,1634,6334,18695,4673,4723.5,19064,1015.5,857.5,315,1697.5,4415,1066,27476.5,443,611,3358,88.5,16604
IB066_25_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11489,2371,7398.5,17102,2290,2629,22111,929,791.5,357,1611,4142,527.5,29796,482.5,566,3633,88,16464
IB066_25_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3385,1455,6239,27604,6434.5,7977.5,17979,1369.5,681.5,443,1797,8683,2084,26565,667,601.5,4859,100.5,16660
IB066_25_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2131,1177.5,5377,28042,4550,5794,17287,1381,549,306,1881,6263,951,24926,493.5,577,4370,121,16825
IB066_25_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1412,1411.5,6415.5,28653.5,6243,7027.5,19203,1504,673.5,316,2012,7306,1481,28700,500,629,3216,109.5,16871
IB066_25_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4807,1030,6138,28896,7618,8317,17391,1392,503.5,339,1626,8881,1803,20160.5,420,387,2194.5,104,16771
IB066_25_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3502,1246.5,6577.5,29704,7110,7693,18164,1936.5,572,266,1575,10106,1515.5,17437,404,459,2208,99.5,16802
