,TR:KI044:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI044_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,514,3596.5,30533,3316.5,4381.75,8682.75,1268,326,351.5,530.75,3968.75,818,29258.8,398,391,1529,116.5,16361
KI044_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5685,514,3596.5,30533,3316.5,4381.75,8682.75,1268,326,351.5,530.75,3968.75,818,29258.8,398,391,1529,116.5,16361
KI044_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5685,514,3596.5,30533,3316.5,4381.75,8682.75,1268,326,351.5,530.75,3968.75,818,29258.8,398,391,1529,116.5,16361
KI044_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6861.5,408,3301.5,30499,3062,3799.5,7413,672,324,318,498.5,3517.5,877.5,25377,360,369.5,1397.5,111,15950.5
KI044_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6843,477.5,3462,32252,3135,3824,7209,938,348.5,351.5,518.5,3163,603,27073,352.5,342,1527,116,15995
KI044_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7107.5,471,3350,31998,2773,3391,6863.5,683,306,286,477,2361,429,25446,364,312,1683,144,15872.5
KI044_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7506,460,3449,32229,2960.5,3544,7558,842,314,273,529,3051,528,25977,415,401.5,1376,95,15990
KI044_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7143,515,3140,29184,3168.5,3609.5,6512,910.5,324,391.5,573,3279.5,748,19702,383.5,439.5,1207,94,16169
KI044_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6357.5,412,3633,32067,3051,3978,7150,756,912.5,274,921.5,3243,621,23497,356.5,451,1687.5,114.5,15734
KI044_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6712,479,3579.5,33290,3112,3732.5,8127,924,353,335,556,3069,566,25838,405.5,380.5,1623,103,16218
KI044_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9892.5,496,4151,35066,2375,2980,11183,799,297,269,506,1893,395,26196,330,389.5,1170,93,16287
