,TR:CH050:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH050_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144.25,610.5,4725,29218,1601.5,2359,12952,669.5,362,330.5,1120,1617,451,24702.3,411.5,305.5,2174.5,110.75,16996.8
CH050_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2144.25,610.5,4725,29218,1601.5,2359,12952,669.5,362,330.5,1120,1617,451,24702.3,411.5,305.5,2174.5,110.75,16996.8
CH050_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2144.25,610.5,4725,29218,1601.5,2359,12952,669.5,362,330.5,1120,1617,451,24702.3,411.5,305.5,2174.5,110.75,16996.8
CH050_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3957.5,718,4728,29576,2278,2844,13589,593,433,502,1144.5,2667,1295,21997.5,479.5,366,2608.5,125,17095
CH050_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4108,556,4644,28445,1907.5,2535.5,13645.5,617,364,271,1136,2071.5,547.5,21986,429,327,2102,103,17118
CH050_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3641,648.5,5480.5,30014,1843,2461,13666,650,392,341,1421,1661,393,22724,379,287,2825.5,103,17118
CH050_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3230,606,5290,30176,1773,2200,13731,659,377,297,1084.5,1639.5,477,22147,353,314,2432.5,92,17014.5
CH050_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4177.5,612,5176.5,27200,1882,2275.5,13534,684.5,373,369,1257.5,1909,560,23531,346,358,2162,132,16910
CH050_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3795.5,496,5786,28676,1639.5,2095,12712,632,2658,303.5,4273.5,1542,393,19667.5,372,473,1968,98,16980
CH050_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4022,576,5727,30152,1589.5,2292.5,13648,674,450,286.5,1239,1657,507,20855,410,299,1986,104,16956
CH050_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13314,672,5499,28699,1534.5,2449,16230,791.5,444,467.5,1198,1552.5,437,22816,462,316,1728.5,115,16933
CH050_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3315.5,564,4358,28295.5,2108.5,2702,14538.5,1700,451.5,400,978,2877,734,24362,458,303,2487,90,16956
CH050_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3972.5,709,3888,27799,1836,2051,13578,763,404,323,1073,1634,428,22770,391,303.5,2176.5,102,16772
CH050_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3102,643,24419.5,26761,1831,2683.5,12843,638.5,1490,337,6775,2224,634.5,24846,434,433,2588,89,16864
CH050_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3252.5,602,4853,27892,2791.5,5075.5,13425,666.5,361,341,1232.5,2927,811,24869,367,261,2530,89.5,16852.5
CH050_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2914,537,4083.5,30302.5,2038,2654,14600,2585,392,369.5,1109.5,2352,607,21293.5,516,279,1957,125,16749
CH050_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6184.5,413,1341,21974.5,2286.5,1274,20728.5,737,506,469,967,1186,470.5,16751,306,200,1247,103.5,16933
CH050_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3156,616,5253,29553,1754.5,2803,13978,713,382,329.5,1221.5,1691,560.5,22874,410,298,2081,109,16818
CH050_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2459.5,629,5245,30014,1810,2792,13229,769,389.5,359,1101.5,1981,638,23831,415.5,297,2668,91,17141
CH050_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2538,597,4337,27730,1719,2759,13265,705,377,439,1130,2124,652.5,24293,351,372,2550,96.5,16887
CH050_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2662,581,4205.5,35297,2167,3236,15897,3918.5,378.5,292.5,1129.5,3960,802.5,26277,485,269.5,2591,101,17083.5
CH050_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2610,604,4159,28468,1689,2671,13221,627,399.5,359,1031,1784,457,23289,421,297,2130,84.5,17187
CH050_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2900,482,4179.5,26472.5,1493,2208,12750.5,566,344,284,957,1415,443,20463,320,330,1467,82,17326
