,TR:KI014:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI014_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043.25,483.75,1266,19652.5,809.25,1606.5,3276,624,318,386.5,379,916,316.75,15844,457.25,317.25,3160,110.25,15558.3
KI014_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2043.25,483.75,1266,19652.5,809.25,1606.5,3276,624,318,386.5,379,916,316.75,15844,457.25,317.25,3160,110.25,15558.3
KI014_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2043.25,483.75,1266,19652.5,809.25,1606.5,3276,624,318,386.5,379,916,316.75,15844,457.25,317.25,3160,110.25,15558.3
KI014_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4600.5,514.5,1578,20045,1037,1859,3416.5,542,511.5,406,472,1206.5,460,16906.5,472,334,4803,125,15645
KI014_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3685,401,2253,17448,1066.5,1957,2649,551,287,385,416,1314,360,17402.5,422,385,5248,115.5,15750.5
KI014_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2766,376,1988,21695,865,1640,2311.5,527.5,239,316.5,369,875,334,14595,353,287.5,7204,80.5,15662
KI014_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5111,391.5,1752,23172,779,1673,4800.5,582,321.5,255,297.5,1089.5,282,16119,433.5,386.5,4230.5,118.5,15790
KI014_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4508,213,1468,14353.5,960,1620,2435.5,513,346,274.5,288,1064.5,342,14419,465.5,267.5,3465,113,15565
KI014_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3818.5,507,1972,20541,964.5,1824.5,3037.5,549,844,343,525,1165.5,331.5,16353,409,358.5,4573.5,109.5,15437.5
KI014_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3388,388.5,1579,18106.5,884.5,1638,2728.5,507,329,256,282.5,994,297,16491,395,343,4050,116,15799
