,TR:CH022:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH022_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662.5,573,9075.5,38405.5,1125,3098.25,7110.5,1056.25,388.75,465.75,771.5,3032,535,24430,720,409.5,5207,119.75,16017.8
CH022_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6662.5,573,9075.5,38405.5,1125,3098.25,7110.5,1056.25,388.75,465.75,771.5,3032,535,24430,720,409.5,5207,119.75,16017.8
CH022_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6662.5,573,9075.5,38405.5,1125,3098.25,7110.5,1056.25,388.75,465.75,771.5,3032,535,24430,720,409.5,5207,119.75,16017.8
CH022_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11566,652,10590,30038.5,1237,3176,5702,710,351,409,805.5,2989,597,23495.5,559,463,5515,113,15789
CH022_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7511,456,7485.5,44083,626.5,2476,13502,859,330.5,490,778,2319,454,15723.5,646,317.5,3068,118,15805
CH022_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8803.5,548.5,9652,35497,1162.5,3419.5,5241.5,740,354.5,419,777,2333,425.5,22699.5,688,419,5943.5,118,15714
CH022_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11974,535,7996,28769.5,949,2185,5478,657,336,503.5,679,2360,373,17206,516,337.5,1498,98.5,15571
CH022_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16987,621.5,9736,36466,1062,3069,6272,1056,404,487,798,2911,510,23311,853,462,4064,105,15858
CH022_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11833,473.5,7811,31458,837,2100.5,6368,740,2341,462,2485,2170,400,13131.5,550,449,2156,88,15860
CH022_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9853,534,7890,30304,907,2432,7557,946,356,480,932,4235,435,16477,591,418,2816,100,15854
CH022_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20541,603,11223,33051,1157,3001.5,11914,1052.5,417.5,418.5,787,2012.5,413.5,22480,619,437,6112,123,15690
CH022_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8992.5,714.5,11923,40275,1509,3679,8566,2041.5,349.5,512,954,4914.5,657,28146,782.5,456.5,8820,132.5,16203.5
CH022_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9901,600,11784,45975.5,1270,3582,7950,887,361,459,802.5,2849.5,495.5,25665,692,455,8549,105.5,16567
CH022_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7359,651,38497,30881,1227,3570,4966.5,701,2769.5,405.5,6035.5,3322,562,23380,647,638,5719,101,15868.5
CH022_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12773,644,12539,39444,1678,5607.5,8929,1299,406.5,507,1440,6335,1291,28596,906.5,525.5,6385,130.5,15995.5
CH022_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8369,636,9705,45860,2350,6246,14464,3069,408,387,918.5,6083,1009.5,24453.5,697.5,490.5,6189,113,16024
CH022_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10319,479,1923,29912,1784,2014,21603,886,474.5,439,704,1519.5,443,18775.5,371,362.5,4776,90.5,15701
CH022_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8314,715,9161,50614,1088,5202,15294.5,1755,429,661,892,4098,695.5,24280,955,533,5702,127,16187
CH022_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7984,759,10140.5,42455.5,2233,5417,7516,1042,462,752.5,975.5,5675,1129,25930.5,866,404,7454,138.5,15947
CH022_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7066.5,780.5,10260.5,45940.5,1410,4434,8892,1004.5,403,575.5,824,3769.5,731,25953.5,786.5,458,7354,121.5,16337
CH022_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7934,712,10648.5,45237,2280,5437,14892,4837,429,574,848,7418,1354.5,30604,884.5,452.5,7643,90.5,16218
CH022_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6832.5,607,11300,43875,1467,3570,6588.5,1166,425.5,576,824,3405.5,646,27799.5,833.5,450,7088,134,16156
CH022_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8525,645.5,11180,43748.5,1176,3499,7153,934.5,365,442.5,819.5,2917.5,615,25053,863,397,6628,109.5,15927
CH022_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10789,834,15799.5,43506,2041.5,5045.5,13262,1797.5,481,541,1033.5,7611,1749.5,29519,906,572.5,9121,108,16204.5
CH022_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3491,611.5,9355,42490,1124,3588,14017,2056,411.5,641,768,5098,779,27119,866,449,6870.5,84.5,16235
CH022_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3736.5,560,8465.5,44244,1056,3217,10921,1482,316.5,431,655,3126,448,23137.5,604,484,7123.5,128.5,16188
CH022_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10191,609,9720,42306,1273.5,3192,11275,1356,352.5,393,736,2984.5,573.5,25999.5,590,415,6152.5,90,15998.5
CH022_25_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3764,549,8677,45952,986.5,3250,14613,1929,364,515.5,687,4514,752,23172.5,705,449,6039,103,16078
CH022_25_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3380,480,9012,41394,798,2799,15686,1562,3361.5,498,3417.5,3423,578,18695,747,838,4087,133,15951
CH022_25_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3783,541,7536,41175,874,2829.5,14317,1578,778,442.5,726.5,2970,542,18972,757,400,3029,133,16146
