,TR:CH011:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH011_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275.25,805,8378.75,26161,2025.5,2583,17263.5,598.5,379.25,372.5,957.25,1901.5,552.75,17495.5,458.5,348.5,4600,122,16643.5
CH011_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2275.25,805,8378.75,26161,2025.5,2583,17263.5,598.5,379.25,372.5,957.25,1901.5,552.75,17495.5,458.5,348.5,4600,122,16643.5
CH011_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2275.25,805,8378.75,26161,2025.5,2583,17263.5,598.5,379.25,372.5,957.25,1901.5,552.75,17495.5,458.5,348.5,4600,122,16643.5
CH011_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11901,1034,10788,28527,2708,3225.5,19283.5,593.5,516,507,1183.5,2849.5,1045,16390,592,401,5135,102,17172
CH011_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10106,759.5,8217.5,26173,1937.5,2278,18302,525.5,339,352,898,1390.5,450,14470.5,472,354,3784,112,17054
CH011_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9099,789,9780,24626,2105,3280.5,18129.5,551,440,284,1402,1650,416,18787,443,349,4144,120.5,16779.5
CH011_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15076,712,10906,27742,2093,3318.5,19768,671,402,302,1161,2832,969,19849,413,317,4869,88,16553
CH011_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10266,725,9957,26981,2094,2628,17086,582,391,321,1005.5,2084,572.5,16706,454.5,354.5,4169,90,16987
CH011_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4940,745,11056.5,25803,2097.5,2537.5,17218,507,1807.5,288,2090,2318,523.5,14559,411,573,3534,103.5,17067.5
CH011_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4669,756,10263,28573,2188,2650,17979,539,405,286,997,2904,459,16841,411,383,5764,107,16856
CH011_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,26853.5,1542.5,13903.5,25503,4210.5,2420,22665,1120,1025,1221,1642.5,3429.5,498,15474.5,3178.5,535,6315,133,16582.5
CH011_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10385,3569,9914,30166,8615,2839,26945.5,2400,2407,3947.5,2416,5475,775,15756,8160,672.5,12236,96,16930.5
