,TR:CH045:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH045_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,412.25,8253.25,35873.5,1014.5,2795.25,1958.75,1117,402.5,490.75,756.75,1931.5,424,28445.5,474.5,471.25,5924.75,104.75,17423.8
CH045_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2168,412.25,8253.25,35873.5,1014.5,2795.25,1958.75,1117,402.5,490.75,756.75,1931.5,424,28445.5,474.5,471.25,5924.75,104.75,17423.8
CH045_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2168,412.25,8253.25,35873.5,1014.5,2795.25,1958.75,1117,402.5,490.75,756.75,1931.5,424,28445.5,474.5,471.25,5924.75,104.75,17423.8
CH045_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6094,615,10364,38227,1862.5,3979,3798,1083,550,664,930,2740,1197,30741,648,400,8459,105.5,17510
CH045_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3341.5,430,9203,38550,979.5,2629,2309,880,373.5,415,751,1458,382,27580.5,414,392.5,6157,107.5,17395
CH045_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4843.5,416,10099,38342,1170.5,3413,2136,1063,407.5,405,889.5,2293,406.5,35608.5,539,513,8294.5,103,17372
CH045_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2998,371.5,8840.5,36174,924,2753.5,2296,988,388.5,410,905,2228,377,31675,454,450,6612,114,17372
CH045_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3891.5,414,9773.5,36704,1074,3160,2154,1237,388,485,970,2814.5,527,33417,474,471.5,7650.5,103.5,17152.5
CH045_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4314.5,491,12963.5,40765,1173,3548,2750,973.5,1669,432,3666,1937,674,32875,515,570,7043,108.5,17395
CH045_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2238,266.5,7370,34144,681.5,2492.5,1809,556,381.5,406,586.5,1561.5,334,23139,464,378,5025.5,112,17256
