,TR:IB034:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB034_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6223.25,718,2963.5,16848,1976.5,1446,13505.5,523.5,361,399.5,536,2039.75,412.75,23854.3,467.25,419.5,973,118.25,16657
IB034_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6223.25,718,2963.5,16848,1976.5,1446,13505.5,523.5,361,399.5,536,2039.75,412.75,23854.3,467.25,419.5,973,118.25,16657
IB034_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6223.25,718,2963.5,16848,1976.5,1446,13505.5,523.5,361,399.5,536,2039.75,412.75,23854.3,467.25,419.5,973,118.25,16657
IB034_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5709,1080,5789,25169,3787,2552,13173.5,642,586.5,632,671,5273,1594,25515,858,565,1367,111,17303
IB034_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4420,839,4150.5,20279,3042,2673,13422,494,444,411,501,4316,900.5,26415,562,447,1263.5,128,16785
IB034_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4104.5,732.5,3427,20509,2672,2444,12564,520,374.5,411,571,3049.5,481.5,21847,543,329,1253.5,107,16980
IB034_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3881,727,2615,14967,2387.5,1910,13099,489,465,364.5,512,2448,489,14814,444,444.5,846,98,16726
IB034_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3852,775,2972,15157,2500.5,2388,12595,464,416.5,396,742,2871.5,664,24535,447,401.5,1056,113,16772
IB034_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4621,698,4694,23278,3126,2651.5,13442,433.5,1252,362,1184,3719,724,24593,549,496,1107.5,105,16841
IB034_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2448,353,1266,14820,1713,948,11727.5,404.5,376,402,339,1169,466.5,7268,267,293.5,704,90,17049
