,TR:IB014:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB014_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6774,995,11166.8,17954.3,3299.75,2233.25,19188.3,514,430.5,469.25,907.25,4701.5,1340.5,17695,529.5,522.75,1346.75,106.25,16664
IB014_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6774,995,11166.8,17954.3,3299.75,2233.25,19188.3,514,430.5,469.25,907.25,4701.5,1340.5,17695,529.5,522.75,1346.75,106.25,16664
IB014_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6774,995,11166.8,17954.3,3299.75,2233.25,19188.3,514,430.5,469.25,907.25,4701.5,1340.5,17695,529.5,522.75,1346.75,106.25,16664
IB014_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11673,1234,17429.5,20302,4275,2502,20117,514,617.5,558,1366.5,5531.5,1918,17079,681,649,1717,98,16714.5
IB014_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9271,1050,14939,19771,3914,2615,20094,536.5,537,577.5,1182,4676.5,1421,17810,725,624,1512,92,16691
IB014_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8612,1119,15010,20186,3673,2593,19979,541,543,484,1227.5,4174,992,19379,581,517,1980,107.5,16980
IB014_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7459,969.5,12561,19932,3307,2282,19310,517,367,449,1007.5,4842,1238,17590.5,622,516,1505,104,17026
IB014_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10127,1155,11561.5,19679,3754.5,1993.5,20232,520,490,477,1209,5775,1801,17533,661,595,1617,104.5,16864
IB014_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10387.5,1175.5,13407,21801,3833,2126,20071,496,515,472,1302,5548,1357,17672,739,543,1428.5,89,16762.5
IB014_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8377.5,1079,12920,21155,3604.5,2392,20336.5,503.5,442.5,474,1013,5634,1421,20094,587,501,1550,108,16782
IB014_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8114,1159,16032,20590,2866,1923,20878,498.5,442.5,517,1340,3834.5,974,17729.5,722,505,1626.5,98,16956
IB014_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6396,995,12741,23865.5,3695,2390,19725,802.5,386,528,923,5958,1857,16773,578,549.5,1584.5,122.5,17198.5
IB014_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8138.5,1354.5,11903,18502,3179,1920,18756,490,832.5,444.5,1726,3703,910,16633,693,576,1379.5,110,16864
IB014_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12027,1108,21940,20855,4065.5,2271,19310,434.5,585.5,468.5,2438,4938,1559,14118,666,673,1688.5,98,16875.5
IB014_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10533,1073.5,14854,23831,4431,2461,20371,539,395,485,1107.5,6040.5,1506,16820,634.5,534,1609,117,17072
IB014_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10219.5,1002,12669,20578,3932.5,2744.5,20532,764,394,477.5,896,4623.5,1565.5,20809,574,581.5,1391,94,16795
IB014_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6285.5,990,4615,15586.5,3328,1405,29956.5,573,788,464,1373,3304,986.5,19656,624,450,1444,119.5,16770
IB014_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8217.5,994,14040.5,18987,3560.5,2456,20543.5,528,347,466,847.5,3787.5,1358.5,16773,557,641,1385,91,16898.5
IB014_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7102,1015,12815,19736.5,3373,2349.5,19402,503,387,518,953.5,4776,1413,16563,599,537,1499,99,16887
IB014_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9088.5,1084.5,14151.5,21317,3942,2248,19932,521,404.5,516,1052,5224,1400,17103,539.5,574,1611,100.5,16843
IB014_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7889,971,12732.5,20901,3405,2245.5,21294,739,336,431,744,4781.5,1626.5,17625.5,466.5,574,1278,105.5,16841
IB014_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10676.5,1062,14006,23185,3713,1842,19909,482,443,460,994,5172,1224.5,14955,644,564,1402,117,16760.5
IB014_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7455,973.5,11804,18283,3877,2527,19125,453,486.5,425.5,981.5,4851,1484.5,17925.5,624,577,1401,98.5,16956
IB014_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6622,1076,10911,18018,3793,2597,19771,647,537,633,1074,6360,2658,18940,658.5,538,1527,114.5,17141
IB014_25_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6243,1037.5,9505,17913.5,3273,2510.5,18617,608,544.5,415,895,5634,1645,18987,511,522,1369.5,127.5,17072
IB014_25_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5697.5,946.5,11348,16351,3188.5,2636,18963.5,624,454,465.5,1025,4554,1374,18087,433,521,1410,95,16772
IB014_25_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7768.5,924.5,12701,17141,3310,2334,18387,531,378,383.5,899,4197,1217,17372,504,471,1468,120,16991.5
