,TR:CH037:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
CH037_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4871.75,703.5,4185.25,25942.5,1852,2373,14545.3,590,441,338.25,723.75,2127.25,497,21720,420,331.5,2118.5,114.5,17066.3
CH037_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4871.75,703.5,4185.25,25942.5,1852,2373,14545.3,590,441,338.25,723.75,2127.25,497,21720,420,331.5,2118.5,114.5,17066.3
CH037_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4871.75,703.5,4185.25,25942.5,1852,2373,14545.3,590,441,338.25,723.75,2127.25,497,21720,420,331.5,2118.5,114.5,17066.3
CH037_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9758.5,811.5,4767.5,27430,2169.5,2828.5,15895.5,534,465,358.5,846,3280,1191.5,21143.5,462,345.5,2563.5,108.5,16875.5
CH037_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8196,763.5,5527.5,28238,2196,2834,15478.5,596,464,362,809,2979,713,23762,515,318,2657,100,17049
CH037_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8765,701.5,4440,26669,1908,2369,14969,552,402,341,793,1796.5,454.5,20578,462,338,2586.5,99,17164
CH037_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8013,691,5045.5,25642.5,1971,2662,15187,807,460.5,341,1022,2828.5,652,24835,448,405,2140,99,17279
CH037_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13034,687,4598.5,24881,1974.5,2641,14862.5,523,405.5,302,668,2599,616,20555,444.5,362.5,1973.5,108.5,17026
CH037_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7268,768,5205,27361,1934,2714,14931,511.5,1870,362,2412,2289,504,21386,468,546,1906.5,85,17164
CH037_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12113,633,5234,28561,1915,2549.5,15689,565,440.5,353,760,2629.5,626.5,22089.5,382,339,1955,97,17164
CH037_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,24293,815,6563.5,28261,1881.5,3054,21247,1010.5,530.5,312.5,924.5,1967.5,517.5,23589,434,366,2113,105,17141
CH037_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6941,765,4261.5,30914,2103,2603,16208,2015,479,359,815,2683,557,22435.5,444,328.5,2486,78,17141
CH037_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13841,697,4084,25677,1989,2211,16097.5,626,478,432,748,1753.5,437,26300,408,306.5,2378.5,100,17303
CH037_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6344,734,10435.5,25285,1895,2440,14792,542,657,320,4140,2046,506,22193,442,314.5,2166,99,17210
