,TR:KI013:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI013_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3588.5,1003,9068.25,43159.5,3988.5,4012.75,19237.5,674,372.5,357,1001.5,1656.25,728,31065.8,409.5,384.75,2466.75,107.25,16284.3
KI013_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3588.5,1003,9068.25,43159.5,3988.5,4012.75,19237.5,674,372.5,357,1001.5,1656.25,728,31065.8,409.5,384.75,2466.75,107.25,16284.3
KI013_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3588.5,1003,9068.25,43159.5,3988.5,4012.75,19237.5,674,372.5,357,1001.5,1656.25,728,31065.8,409.5,384.75,2466.75,107.25,16284.3
KI013_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4647,1113,8812,39744,4442,3892.5,19618,673,429,457.5,1125,2023,1199,28111.5,468,453,2966,96,16282
KI013_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3876,1055,7896.5,39698,3921,3898,18672,635.5,406,255.5,562.5,1652,760,23542,362,468,2321,113.5,16489
KI013_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4979,912,10698,43760,4109,4129.5,19918,703.5,385,283.5,921,1446,504,31389,387.5,383.5,3242,112,16200
KI013_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5502,1009,8942,41994.5,4059,3848.5,18995,620,354,337,656,1642,617.5,28226.5,360,351,2354.5,101,16488
KI013_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16761,884,10041,39998,4147,4151.5,21372,571.5,363,301.5,961.5,1679,757,32266,417,319,2566,134.5,16478
KI013_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5125,952,11085,41924.5,4206.5,3915,19491.5,619,1495,222,407,1841,842.5,27742,357.5,486.5,2145.5,111,16442.5
KI013_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5064,1086.5,9673.5,43563.5,4300,3890,19941,635.5,384,297,804,1525,619.5,28619.5,402,417.5,2529,111,16472
KI013_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13454.5,1032,11337,44186.5,3623,3906,24788,707,412.5,302.5,546,1444,517,30027,489,307.5,2337.5,88,16216
KI013_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4560,1172,8459.5,45445,4305.5,4143,22018,2721,380.5,377,1082,2100,917,32231.5,503,440,3098.5,114,16371
KI013_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5612,1039.5,9450,43021,4015,4129.5,19826,770.5,383,343,1027,1509,625.5,32139,480,423,2990,96,16410
KI013_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4732.5,1148,25319,42871.5,4287,4298.5,19526,696,764.5,354,NaN,2200,1112,28434.5,405,439,2613,108.5,16558
KI013_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4771,1037,10230.5,44475,5774,5731,19295,651,354,285,793,2446,1262,30384.5,452,421,2539.5,113,16176.5
KI013_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4176,966,8809,44383,5719,4853,21764,1516,374,299.5,898,2673.5,1638,29092.5,426,444.5,2038,109.5,16220.5
