,TR:UZ034:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
UZ034_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550.25,546.5,8330.5,34885.5,1492.5,3778,5570.75,1002.25,390.75,458.25,987,3152.25,916.25,18931.8,793,486,8736,110.25,15740
UZ034_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2550.25,546.5,8330.5,34885.5,1492.5,3778,5570.75,1002.25,390.75,458.25,987,3152.25,916.25,18931.8,793,486,8736,110.25,15740
UZ034_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2550.25,546.5,8330.5,34885.5,1492.5,3778,5570.75,1002.25,390.75,458.25,987,3152.25,916.25,18931.8,793,486,8736,110.25,15740
UZ034_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3768,602.5,7990,31181,1364,4290,5280,952,436,531,743,3209.5,1247,20125.5,998,522,7845,97,15416
UZ034_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5314,597,10277,34920,1772,4955.5,5387.5,1118,495,560.5,1059,3651.5,1090,20506.5,1139.5,497,9616,86,15674
UZ034_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4152,578,8548,34320,1368,4006,5081,952,359.5,550.5,852,2614,647,18752.5,787,497,10153,99,15760
UZ034_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4537,608,10139,35797,1302,4399,5847.5,864.5,458,475,1189,3054,737.5,21926,905.5,496.5,9793,99.5,15967
UZ034_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4825.5,597,9452,33374,1369,4328,4965,948.5,426,508.5,1116.5,2760,801.5,17725.5,986.5,418.5,8041.5,111,15571.5
UZ034_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4012,582,10871,34689,1539,4325.5,6451.5,778,3874,480.5,3568,2968,754.5,20587,811,958.5,8124.5,101,15860
UZ034_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4242,504,9890.5,35993.5,1535,4458,6050,720,463,412,1344,3199,768,19549,779.5,530,9480.5,97.5,15551.5
