,TR:KI020:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI020_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4139,544.25,3329.25,37846.5,1661.75,2657,6620,888,318.5,356.5,793,1743.25,416.5,27401.3,415.5,400,1396.25,96.25,16426
KI020_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4139,544.25,3329.25,37846.5,1661.75,2657,6620,888,318.5,356.5,793,1743.25,416.5,27401.3,415.5,400,1396.25,96.25,16426
KI020_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4139,544.25,3329.25,37846.5,1661.75,2657,6620,888,318.5,356.5,793,1743.25,416.5,27401.3,415.5,400,1396.25,96.25,16426
KI020_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4850,509,3586,38146.5,1780,2326,6398.5,879,384,419,736.5,1709,452,25239,425,514,1578.5,108,16518
KI020_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4616,527,3160,37673,1513.5,2300,5932,779.5,336,297.5,674.5,1643,364,26634.5,380,385,1210,93,16386
KI020_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5190,481.5,3496.5,37731,1589,2341,6196,778,299,359.5,801,1497,348.5,27995.5,393,479,1571,107,16127
KI020_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5930,527,3531,37789,1580,2309,6435,782.5,341,391,749,1705,418,27972.5,361.5,418,1496,109,16564
KI020_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7102.5,559.5,4653,41687.5,1675.5,2637,6455,806,331,437,1024,1919,478,29322,498,407.5,1890,101,16657
KI020_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5597,479,4133,36797,1760,2360,6726,785,1152.5,396.5,1691,1688,410.5,28664.5,467.5,544,1361,67,16426
KI020_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5361,522,3843,39265,1741,2455,7301,812,349,370,798,1665,403,27246,355,357,1388,114,16357
KI020_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6389.5,527,3532,38596,1445,2256,8564.5,850,302.5,345,695,1340,351.5,27869,450,431.5,1342,83,16158
KI020_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4729,495.5,3226,39404,1681,2493,7469.5,1748,298,360.5,755,1708,372.5,28838,454,357,1383.5,114,16349
KI020_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7128,541.5,3370,37661.5,1642,2367.5,6841,817,346,354.5,921.5,1526,358,29991,322.5,440,1595,100,16400.5
KI020_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6153.5,508,18790.5,37673,2026.5,2712.5,6627,810,821,425,4069,2120,555,28710.5,460.5,519,1521,104,16242
KI020_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5156,584,3493.5,38007.5,2455,3973,7027,846,384,401,810.5,2187,596,31041,368,407,1702,106,16495
KI020_5_LPS_phospho,1,,,,,,,,,,,,,,1,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5187,506,3293,39519,2158,3247,7877,1573,289,380,798,1920.5,401.5,29010.5,406.5,340,1430,103,16321.5
KI020_5_EGCG_phospho,1,,,,,,,,,,,,,,,1,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7090,416,861,18295,2093,1237,23208.5,593,374,334.5,735,1010,408.5,21963,368.5,233.5,1173.5,100.5,15914.5
KI020_5_PolyIC_phospho,1,,,,,,,,,,,,,,,,1,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4736,472,2972.5,37338.5,1681,2664,5819,791,281,280.5,704,1349,424.5,28064.5,400.5,292,1175,99,16208
KI020_5_conA_phospho,1,,,,,,,,,,,,,,,,,1,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4415,1776,3188,38458,4171,3117.5,8708,1163,1382.5,1661.5,1575,2320,505,28930,1729,885,4801,134,16409
KI020_5_S1P1_phospho,1,,,,,,,,,,,,,,,,,,1,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4461,479,2625.5,36197,1577,2344,5457.5,660,280,429,626,1421.5,377,24927,335,302.5,1199.5,91,16243
KI020_5_TNFA_phospho,1,,,,,,,,,,,,,,,,,,,1,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5089.5,556,3093,46197.5,2037,2585,11826,5794,356,380,872,2178,471,29576,450,495,1520,107,16279
KI020_5_vitD3_phospho,1,,,,,,,,,,,,,,,,,,,,1,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5240.5,491,3127.5,38319,1744,2515,6104,773,318,355.5,724.5,1627,406,31537,423.5,397,1446,116,16392
KI020_5_DMF_phospho,1,,,,,,,,,,,,,,,,,,,,,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5447.5,506,3268.5,37569.5,1853,2624,6649,762,301,435.5,716.5,1586,425.5,29691,353,442,1461,106,16266
KI020_25_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3377,560,3461,36312,2146,3324,7935,1580,397,488,729.5,2868.5,895,29968,477,520,1746.5,103.5,16657
