,TR:IB025:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
IB025_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953,648.75,2029.75,27453.5,1591,2693.5,7016,1002.25,407,423,660,2984.5,1052,18244.8,531,474.25,1437.5,129.75,15143.5
IB025_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1953,648.75,2029.75,27453.5,1591,2693.5,7016,1002.25,407,423,660,2984.5,1052,18244.8,531,474.25,1437.5,129.75,15143.5
IB025_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1953,648.75,2029.75,27453.5,1591,2693.5,7016,1002.25,407,423,660,2984.5,1052,18244.8,531,474.25,1437.5,129.75,15143.5
IB025_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3066,843,2799,26265,2176.5,3211.5,7947,932.5,480.5,558,709,4807,2408.5,20033,601.5,524,1610,110,15042
IB025_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2795,697,2322,26542,1962,3082,6278,844,425,416.5,687,3288,1155,19664,570.5,458,1435,93,15101
IB025_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1290,507.5,1105.5,20483.5,591,903.5,1573.5,631,522,359,505.5,983,489,7466,442.5,569,934,127,15318
IB025_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2047,503,1452,26034,518.5,1136.5,4247.5,862,451.5,509,627,1647,488,9527,432,626,845.5,104.5,15224
IB025_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1878,478,1516.5,29600,642,1450,5789,1030.5,398,653.5,614,2042,626,10445,554.5,500,883,123,14941.5
IB025_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2843,712,3452.5,26380,1672,2928,7506,814.5,1915,460,1421,3077,877,19156,563.5,881,1601,115,14956
IB025_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1491,526,1851.5,24419,637,1195,4524,761.5,511.5,459,616,1810,611,NaN,485,555,901.5,106,15122
IB025_5_NaCl_phospho,1,,,,,,,,,1,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2184,713,1994,23242,914,1570,6824,648,388.5,377,606,1496,457,18175.5,476.5,542,1162,107.5,15098
IB025_5_IL1A_phospho,1,,,,,,,,,,1,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2377,797,1825,23288,2090.5,2977.5,9531,1424,475,482.5,636.5,3824,1645,21326,547,355,1339,119,15031.5
IB025_5_Teri_phospho,1,,,,,,,,,,,1,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2633,712,2108.5,25365,1347,2112,6203,837,418,433,687,2305.5,644,21003,533.5,450.5,1527,133.5,14994
IB025_5_IL6_phospho,1,,,,,,,,,,,,1,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2663,553,6661.5,26888,1472,2098,5522.5,847,523.5,427.5,1834,3105.5,992,16205.5,474,432.5,1305.5,124,15418.5
IB025_5_INS_phospho,1,,,,,,,,,,,,,1,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2646,706,2034,26981,3437,4763,6666,820,410.5,397,635,3549,1209,19503,577,496,1590,128,15312
