,TR:KI045:CellLine,TR:medium:Cytokine,TR:antiCD3:Cytokine,TR:BDNF:Cytokine,TR:BN201:Cytokine,TR:gilenya:Cytokine,TR:H2O2:Cytokine,TR:rebif:Cytokine,TR:IFNG:Cytokine,TR:NaCl:Cytokine,TR:IL1A:Cytokine,TR:Teri:Cytokine,TR:IL6:Cytokine,TR:INS:Cytokine,TR:LPS:Cytokine,TR:EGCG:Cytokine,TR:PolyIC:Cytokine,TR:conA:Cytokine,TR:S1P1:Cytokine,TR:TNFA:Cytokine,TR:vitD3:Cytokine,TR:DMF:Cytokine,TR:phospho:Inhibitor,DA:HSPB1,DA:JUN,DA:PTN11,DA:IKBA,DA:AKT1,DA:WNK1,DA:MK12,DA:TF65,DA:STAT1,DA:GSK3A,DA:STAT3,DA:MP2K1,DA:MKO3,DA:CREB1,DA:FAK1,DA:STAT5,DA:STAT6,DA:BSA,DA:PE,DV:HSPB1,DV:JUN,DV:PTN11,DV:IKBA,DV:AKT1,DV:WNK1,DV:MK12,DV:TF65,DV:STAT1,DV:GSK3A,DV:STAT3,DV:MP2K1,DV:MKO3,DV:CREB1,DV:FAK1,DV:STAT5,DV:STAT6,DV:BSA,DV:PE
KI045_0_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316,477.5,6966.75,31923.3,3285.25,4303.75,3670.5,1046.5,393.5,463,743.25,3871.5,682.75,35556.8,668,637.75,4230.75,97.5,17245
KI045_5_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2316,477.5,6966.75,31923.3,3285.25,4303.75,3670.5,1046.5,393.5,463,743.25,3871.5,682.75,35556.8,668,637.75,4230.75,97.5,17245
KI045_25_medium_phospho,1,1,,,,,,,,,,,,,,,,,,,,,1,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2316,477.5,6966.75,31923.3,3285.25,4303.75,3670.5,1046.5,393.5,463,743.25,3871.5,682.75,35556.8,668,637.75,4230.75,97.5,17245
KI045_5_antiCD3_phospho,1,,1,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3234,462,7733.5,31386.5,3519,4835,4671,1080,426,446.5,667,5821.5,1446,37166,645,673,5020,100.5,17349
KI045_5_BDNF_phospho,1,,,1,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3069,420,8003,33498,3244.5,4728,4369.5,1230,409,469,710,4500.5,804,39507.5,616,668,4586,101,17256
KI045_5_BN201_phospho,1,,,,1,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3277.5,509.5,8082,34074,3165,4483.5,4082,992,425,436,759,3600.5,567,36277.5,524.5,616,5944.5,115,17210
KI045_5_gilenya_phospho,1,,,,,1,,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3485,500.5,7581,33705,2717.5,4348.5,4771.5,964,377.5,442,774,4119,614.5,38250,604.5,555,4622,97,17487
KI045_5_H2O2_phospho,1,,,,,,1,,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3017.5,477,7484,31560,3014.5,4430,3894,1084,412,539,752,3919,676,37535,668,585,4221.5,118,17026
KI045_5_rebif_phospho,1,,,,,,,1,,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3123,512.5,8573,34328,3210.5,4533,5063.5,1094,1324,519.5,1317.5,4642.5,814.5,38584.5,699,676,4681,101.5,17210
KI045_5_IFNG_phospho,1,,,,,,,,1,,,,,,,,,,,,,,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2730,453,7408,33762.5,3153,4405.5,4491,1171,457,423,798,4302,783,34005,598.5,664.5,4499,113,17360.5
